thi_nghiem,mechanism,cau_hinh,n,d,k,metric,cach_dem,R,N,mean,sd,min,max,don_vi,nguon
theo_d,onchain,d6,64,6,12,deploy_pool_gas,moi_luot,20,20,1979758,0,1979758,1979758,gas,lap20
theo_d,onchain,d6,64,6,12,deploy_verifier_gas,moi_luot,20,20,5188455,0,5188455,5188455,gas,lap20
theo_d,onchain,d6,64,6,12,update_root_gas,moi_luot,20,20,121813,0,121813,121813,gas,lap20
theo_d,onchain,d6,64,6,12,verify_gas,moi_lan_do,20,1280,603718.09375,57.065623,603460,603892,gas,lap20
theo_d,onchain,d6,64,6,12,verify_onchain_ms,moi_lan_do,20,1280,686.743404,119.039036,519.0407,2824.0396,ms,lap20
theo_d,onchain,d6,64,6,12,withdraw_gas,moi_lan_do,20,1280,654289.21875,57.619188,654033,654465,gas,lap20
theo_d,onchain,d6,64,6,12,withdraw_ms,moi_lan_do,20,1280,723.956892,132.71462,552.3586,2734.7651,ms,lap20
theo_d,onchain,d6,64,6,12,verify_record_gas,moi_lan_do,20,1280,687281.21875,57.619188,687025,687457,gas,lap20
theo_d,onchain,d6,64,6,12,verify_record_ms,moi_lan_do,20,1280,730.266056,126.614793,538.6301,2333.5283,ms,lap20
theo_d,onchain,d6,64,6,12,settle_gas,moi_lan_do,20,1280,69625.0625,3.221677,69614,69626,gas,lap20
theo_d,onchain,d6,64,6,12,settle_ms,moi_lan_do,20,1280,32.829266,57.292354,16.2948,1734.7989,ms,lap20
theo_d,onchain,d6,64,6,12,witness_ms,moi_lan_do,20,1280,56.520515,10.614945,34.149,99.4405,ms,lap20
theo_d,onchain,d6,64,6,12,setup_ms,moi_luot,20,20,955.23999,99.088897,848.8817,1217.4932,ms,lap20
theo_d,onchain,d6,64,6,12,prove_ms,moi_lan_do,20,1280,1099.631189,95.750277,924.8275,1714.9658,ms,lap20
theo_d,onchain,d6,64,6,12,proof_generation_ms,moi_lan_do,20,1280,1156.151704,97.211048,958.9765,1791.4043,ms,lap20
theo_d,onchain,d6,64,6,12,verify_native_ms,moi_lan_do,20,1280,7.363651,2.068479,5.5833,72.7235,ms,lap20
theo_d,onchain,d6,64,6,12,proof_bytes,moi_luot,20,20,5056,0,5056,5056,B,lap20
theo_d,onchain,d6,64,6,12,calldata_bytes,moi_luot,20,20,5184,0,5184,5184,B,lap20
theo_d,onchain,d6,64,6,12,tach_gas,moi_lan_do,20,1280,756906.28125,57.983921,756651,757083,gas,lap20
