run_id,metric,N,mean
1,deploy_pool_gas,64,1979758
1,deploy_verifier_gas,64,5188455
1,update_root_gas,64,121813
1,verify_gas,64,603721.375
1,verify_onchain_ms,64,818.114033
1,withdraw_gas,64,654292.5
1,withdraw_ms,64,857.123731
1,verify_record_gas,64,687284.5
1,verify_record_ms,64,932.452111
1,settle_gas,64,69625.0625
1,settle_ms,64,103.850637
1,witness_ms,64,61.232783
1,setup_ms,64,889.4864
1,prove_ms,64,1110.018902
1,proof_generation_ms,64,1171.251684
1,verify_native_ms,64,7.421727
1,proof_bytes,64,5056
1,calldata_bytes,64,5184
1,tach_gas,64,756909.5625
2,deploy_pool_gas,64,1979758
2,deploy_verifier_gas,64,5188455
2,update_root_gas,64,121813
2,verify_gas,64,603720.0625
2,verify_onchain_ms,64,678.34605
2,withdraw_gas,64,654291.1875
2,withdraw_ms,64,715.822858
2,verify_record_gas,64,687283.1875
2,verify_record_ms,64,729.358998
2,settle_gas,64,69625.0625
2,settle_ms,64,28.118205
2,witness_ms,64,62.519741
2,setup_ms,64,941.5786
2,prove_ms,64,1101.482552
2,proof_generation_ms,64,1164.002292
2,verify_native_ms,64,7.393558
2,proof_bytes,64,5056
2,calldata_bytes,64,5184
2,tach_gas,64,756908.25
3,deploy_pool_gas,64,1979758
3,deploy_verifier_gas,64,5188455
3,update_root_gas,64,121813
3,verify_gas,64,603712.375
3,verify_onchain_ms,64,680.035136
3,withdraw_gas,64,654283.5
3,withdraw_ms,64,723.311905
3,verify_record_gas,64,687275.5
3,verify_record_ms,64,741.236145
3,settle_gas,64,69625.0625
3,settle_ms,64,30.387952
3,witness_ms,64,63.636481
3,setup_ms,64,955.364
3,prove_ms,64,1113.499333
3,proof_generation_ms,64,1177.135814
3,verify_native_ms,64,7.642061
3,proof_bytes,64,5056
3,calldata_bytes,64,5184
3,tach_gas,64,756900.5625
4,deploy_pool_gas,64,1979758
4,deploy_verifier_gas,64,5188455
4,update_root_gas,64,121813
4,verify_gas,64,603725.6875
4,verify_onchain_ms,64,778.243602
4,withdraw_gas,64,654296.8125
4,withdraw_ms,64,811.489655
4,verify_record_gas,64,687288.8125
4,verify_record_ms,64,777.918634
4,settle_gas,64,69625.0625
4,settle_ms,64,34.295719
4,witness_ms,64,62.458855
4,setup_ms,64,898.009
4,prove_ms,64,1092.711908
4,proof_generation_ms,64,1155.170763
4,verify_native_ms,64,7.53893
4,proof_bytes,64,5056
4,calldata_bytes,64,5184
4,tach_gas,64,756913.875
5,deploy_pool_gas,64,1979758
5,deploy_verifier_gas,64,5188455
5,update_root_gas,64,121813
5,verify_gas,64,603724.375
5,verify_onchain_ms,64,713.407261
5,withdraw_gas,64,654295.5
5,withdraw_ms,64,748.199977
5,verify_record_gas,64,687287.5
5,verify_record_ms,64,740.750495
