thi_nghiem,run_id,iteration,warmup,d,k,mechanism,n,student_index,deploy_pool_gas,deploy_verifier_gas,update_root_gas,verify_gas,verify_onchain_ms,withdraw_gas,withdraw_ms,root,nullifier
theo_d,1,1,true,5,9,offchain,32,0,968565,,97040,,,64655,33.450100,0x1ba805f4c0a6107ea8d4b8b5abc71d7e594a837ee209a29b74ea25655dfd33de,0x31cce6578fc40150881c61af3263887000159f168b78eb0c1c67322a114def10
theo_d,1,2,true,5,9,offchain,32,1,968565,,97040,,,64643,38.285100,0x1ba805f4c0a6107ea8d4b8b5abc71d7e594a837ee209a29b74ea25655dfd33de,0x06b149a846c21e833d5cd6933d03540005608217faf9b22fe873f8c17f865e8c
theo_d,1,3,true,5,9,offchain,32,2,968565,,97040,,,64667,43.308400,0x1ba805f4c0a6107ea8d4b8b5abc71d7e594a837ee209a29b74ea25655dfd33de,0x1d06a3d96bc0fee0182a90672cc093d7b090bd77f3f3308c9126cfb07e55ad1e
theo_d,1,4,false,5,9,offchain,32,0,968565,,97040,,,64655,34.251500,0x1ba805f4c0a6107ea8d4b8b5abc71d7e594a837ee209a29b74ea25655dfd33de,0x31cce6578fc40150881c61af3263887000159f168b78eb0c1c67322a114def10
theo_d,1,5,false,5,9,offchain,32,1,968565,,97040,,,64643,34.873700,0x1ba805f4c0a6107ea8d4b8b5abc71d7e594a837ee209a29b74ea25655dfd33de,0x06b149a846c21e833d5cd6933d03540005608217faf9b22fe873f8c17f865e8c
theo_d,1,6,false,5,9,offchain,32,2,968565,,97040,,,64667,35.303000,0x1ba805f4c0a6107ea8d4b8b5abc71d7e594a837ee209a29b74ea25655dfd33de,0x1d06a3d96bc0fee0182a90672cc093d7b090bd77f3f3308c9126cfb07e55ad1e
theo_d,1,7,false,5,9,offchain,32,3,968565,,97040,,,64667,39.707200,0x1ba805f4c0a6107ea8d4b8b5abc71d7e594a837ee209a29b74ea25655dfd33de,0x2ee3eca2a8acabb5247f13a7dc5bb5745525229c9b0fb6af8461f8add9d6ea42
theo_d,1,8,false,5,9,offchain,32,4,968565,,97040,,,64667,38.503400,0x1ba805f4c0a6107ea8d4b8b5abc71d7e594a837ee209a29b74ea25655dfd33de,0x23abcf4c24d8f5eaa25ebedbbad6a842ea7c9839a4809e5f07c904d2874949da
theo_d,1,9,false,5,9,offchain,32,5,968565,,97040,,,64667,40.673700,0x1ba805f4c0a6107ea8d4b8b5abc71d7e594a837ee209a29b74ea25655dfd33de,0x053f995315ef14fd41321d4c26fc6e4a11eebe9847b131f33160a845efab237a
theo_d,1,10,false,5,9,offchain,32,6,968565,,97040,,,64667,98.950200,0x1ba805f4c0a6107ea8d4b8b5abc71d7e594a837ee209a29b74ea25655dfd33de,0x2253bb49377756b6e039255c2e07e59ebdb5e721de9034b6084a4f646823fb04
theo_d,1,11,false,5,9,offchain,32,7,968565,,97040,,,64667,40.319700,0x1ba805f4c0a6107ea8d4b8b5abc71d7e594a837ee209a29b74ea25655dfd33de,0x30a7f45e66796c0bb5e756de164a7408361c1113a9c271d837fc45b7dcd6f659
theo_d,1,12,false,5,9,offchain,32,8,968565,,97040,,,64667,27.793200,0x1ba805f4c0a6107ea8d4b8b5abc71d7e594a837ee209a29b74ea25655dfd33de,0x2cd86dce870ffb93e493637ae0ebc4d227e78de147374955ca7c805d2bd92dbb
theo_d,1,13,false,5,9,offchain,32,9,968565,,97040,,,64655,37.326600,0x1ba805f4c0a6107ea8d4b8b5abc71d7e594a837ee209a29b74ea25655dfd33de,0x0bb7e3ce2eb37533b72c200e6c6614cb93c18b171631c1ef120a8fd150f2cb13
theo_d,1,14,false,5,9,offchain,32,10,968565,,97040,,,64667,37.550800,0x1ba805f4c0a6107ea8d4b8b5abc71d7e594a837ee209a29b74ea25655dfd33de,0x2ddef6234d7e6f2ddbb3ed21a00be7589b7bbf5606b92dcf2b04f4b5bccd4fec
theo_d,1,15,false,5,9,offchain,32,11,968565,,97040,,,64667,36.511700,0x1ba805f4c0a6107ea8d4b8b5abc71d7e594a837ee209a29b74ea25655dfd33de,0x3ada3ac697494a8c8f48fd81b4d30c407e5b76c201c8434db157d8b726837548
theo_d,1,16,false,5,9,offchain,32,12,968565,,97040,,,64667,33.102500,0x1ba805f4c0a6107ea8d4b8b5abc71d7e594a837ee209a29b74ea25655dfd33de,0x2b1d692090d6ea4a2e3a8e5433f88d3c74ba86937bbe64f14872631fa739b53f
theo_d,1,17,false,5,9,offchain,32,13,968565,,97040,,,64667,32.006800,0x1ba805f4c0a6107ea8d4b8b5abc71d7e594a837ee209a29b74ea25655dfd33de,0x184e5193d7aeddeb42bdf7d177255cdc1408f8df7aca9b1c91f801f0b916b0d6
theo_d,1,18,false,5,9,offchain,32,14,968565,,97040,,,64667,24.435600,0x1ba805f4c0a6107ea8d4b8b5abc71d7e594a837ee209a29b74ea25655dfd33de,0x1058edf090bdc3434d5a8d0aaae59d1679f4ab8018a6c9def311908fe8a3ea79
theo_d,1,19,false,5,9,offchain,32,15,968565,,97040,,,64667,30.628900,0x1ba805f4c0a6107ea8d4b8b5abc71d7e594a837ee209a29b74ea25655dfd33de,0x3b72a670b9b3a3ef60168831693d1465b1b6f88669ba7f1c47c43c4fe8b69559
