thi_nghiem,mechanism,cau_hinh,n,d,k,metric,cach_dem,R,N,mean,sd,min,max,don_vi,nguon
theo_d,offchain,d3,8,3,8,deploy_pool_gas,moi_luot,20,20,968565,0,968565,968565,gas,lap20
theo_d,offchain,d3,8,3,8,update_root_gas,moi_luot,20,20,78462,0,78462,78462,gas,lap20
theo_d,offchain,d3,8,3,8,withdraw_gas,moi_lan_do,20,160,64650.5,8.377868,64631,64655,gas,lap20
theo_d,offchain,d3,8,3,8,withdraw_ms,moi_lan_do,20,160,34.616967,12.721552,19.2633,95.3781,ms,lap20
theo_d,offchain,d3,8,3,8,witness_ms,moi_lan_do,20,160,0.571095,0.098538,0.3653,1.0209,ms,lap20
theo_d,offchain,d3,8,3,8,setup_ms,moi_luot,20,20,67.91172,6.814705,61.6168,82.994,ms,lap20
theo_d,offchain,d3,8,3,8,prove_ms,moi_lan_do,20,160,134.701299,16.497055,96.2989,191.2598,ms,lap20
theo_d,offchain,d3,8,3,8,proof_generation_ms,moi_lan_do,20,160,135.272394,16.566117,96.6653,192.053,ms,lap20
theo_d,offchain,d3,8,3,8,verify_native_ms,moi_lan_do,20,160,5.437124,0.807106,3.4636,8.8757,ms,lap20
theo_d,offchain,d3,8,3,8,proof_bytes,moi_luot,20,20,3040,0,3040,3040,B,lap20
