run_id,metric,N,mean
1,deploy_pool_gas,32,968565
1,update_root_gas,32,97040
1,withdraw_gas,32,64664.375
1,withdraw_ms,32,34.672228
1,witness_ms,32,0.838003
1,setup_ms,32,97.5862
1,prove_ms,32,201.741275
1,proof_generation_ms,32,202.579278
1,verify_native_ms,32,8.153469
1,proof_bytes,32,3104
2,deploy_pool_gas,32,968565
2,update_root_gas,32,97040
2,withdraw_gas,32,64664.375
2,withdraw_ms,32,40.416606
2,witness_ms,32,0.945831
2,setup_ms,32,96.8913
2,prove_ms,32,222.519391
2,proof_generation_ms,32,223.465222
2,verify_native_ms,32,8.643928
2,proof_bytes,32,3104
3,deploy_pool_gas,32,968565
3,update_root_gas,32,97040
3,withdraw_gas,32,64664.375
3,withdraw_ms,32,31.515172
3,witness_ms,32,0.844619
3,setup_ms,32,93.105
3,prove_ms,32,195.606525
3,proof_generation_ms,32,196.451144
3,verify_native_ms,32,8.268447
3,proof_bytes,32,3104
4,deploy_pool_gas,32,968565
4,update_root_gas,32,97040
4,withdraw_gas,32,64664.375
4,withdraw_ms,32,29.266931
4,witness_ms,32,0.829175
4,setup_ms,32,96.2989
4,prove_ms,32,196.011516
4,proof_generation_ms,32,196.840691
4,verify_native_ms,32,7.847222
4,proof_bytes,32,3104
5,deploy_pool_gas,32,968565
5,update_root_gas,32,97040
5,withdraw_gas,32,64664.375
5,withdraw_ms,32,28.899106
5,witness_ms,32,0.901737
5,setup_ms,32,95.4051
5,prove_ms,32,203.550572
5,proof_generation_ms,32,204.452309
5,verify_native_ms,32,8.368484
5,proof_bytes,32,3104
6,deploy_pool_gas,32,968565
6,update_root_gas,32,97040
6,withdraw_gas,32,64664.375
6,withdraw_ms,32,25.453556
6,witness_ms,32,0.783809
6,setup_ms,32,207.1447
6,prove_ms,32,190.331594
6,proof_generation_ms,32,191.115403
6,verify_native_ms,32,6.950056
6,proof_bytes,32,3104
7,deploy_pool_gas,32,968565
7,update_root_gas,32,97040
7,withdraw_gas,32,64664.375
7,withdraw_ms,32,28.96675
7,witness_ms,32,0.784341
7,setup_ms,32,104.3734
7,prove_ms,32,197.79955
7,proof_generation_ms,32,198.583891
7,verify_native_ms,32,7.133484
7,proof_bytes,32,3104
8,deploy_pool_gas,32,968565
8,update_root_gas,32,97040
8,withdraw_gas,32,64664.375
8,withdraw_ms,32,32.929097
8,witness_ms,32,0.894528
8,setup_ms,32,100.3549
8,prove_ms,32,208.221994
8,proof_generation_ms,32,209.116522
8,verify_native_ms,32,8.507787
8,proof_bytes,32,3104
9,deploy_pool_gas,32,968565
9,update_root_gas,32,97040
9,withdraw_gas,32,64664.375
9,withdraw_ms,32,30.698662
9,witness_ms,32,0.902238
9,setup_ms,32,99.5675
9,prove_ms,32,210.081147
9,proof_generation_ms,32,210.983384
9,verify_native_ms,32,8.243375
9,proof_bytes,32,3104
10,deploy_pool_gas,32,968565
10,update_root_gas,32,97040
10,withdraw_gas,32,64664.375
10,withdraw_ms,32,30.291016
10,witness_ms,32,0.951709
10,setup_ms,32,98.1842
10,prove_ms,32,208.408841
10,proof_generation_ms,32,209.36055
10,verify_native_ms,32,8.390147
10,proof_bytes,32,3104
11,deploy_pool_gas,32,968565
11,update_root_gas,32,97040
11,withdraw_gas,32,64664.375
11,withdraw_ms,32,31.715769
11,witness_ms,32,0.929244
11,setup_ms,32,98.5736
11,prove_ms,32,221.756581
11,proof_generation_ms,32,222.685825
11,verify_native_ms,32,8.319559
11,proof_bytes,32,3104
12,deploy_pool_gas,32,968565
12,update_root_gas,32,97040
12,withdraw_gas,32,64664.375
12,withdraw_ms,32,30.420762
12,witness_ms,32,0.942125
12,setup_ms,32,97.0758
12,prove_ms,32,216.860103
12,proof_generation_ms,32,217.802228
12,verify_native_ms,32,8.425691
12,proof_bytes,32,3104
13,deploy_pool_gas,32,968565
13,update_root_gas,32,97040
13,withdraw_gas,32,64664.375
13,withdraw_ms,32,31.916097
13,witness_ms,32,0.916522
13,setup_ms,32,95.3023
13,prove_ms,32,203.5441
13,proof_generation_ms,32,204.460622
13,verify_native_ms,32,8.411847
13,proof_bytes,32,3104
14,deploy_pool_gas,32,968565
14,update_root_gas,32,97040
14,withdraw_gas,32,64664.375
14,withdraw_ms,32,32.665009
14,witness_ms,32,0.870309
14,setup_ms,32,101.5928
14,prove_ms,32,215.927475
14,proof_generation_ms,32,216.797784
14,verify_native_ms,32,8.361391
14,proof_bytes,32,3104
15,deploy_pool_gas,32,968565
15,update_root_gas,32,97040
15,withdraw_gas,32,64664.375
15,withdraw_ms,32,33.170203
15,witness_ms,32,0.866416
15,setup_ms,32,100.961
15,prove_ms,32,210.810228
15,proof_generation_ms,32,211.676644
15,verify_native_ms,32,8.293969
15,proof_bytes,32,3104
16,deploy_pool_gas,32,968565
16,update_root_gas,32,97040
16,withdraw_gas,32,64664.375
16,withdraw_ms,32,28.954431
16,witness_ms,32,0.926638
16,setup_ms,32,100.2694
16,prove_ms,32,206.887263
16,proof_generation_ms,32,207.8139
16,verify_native_ms,32,8.543306
16,proof_bytes,32,3104
17,deploy_pool_gas,32,968565
17,update_root_gas,32,97040
17,withdraw_gas,32,64664.375
17,withdraw_ms,32,30.848647
17,witness_ms,32,0.914047
17,setup_ms,32,95.954
17,prove_ms,32,202.915709
17,proof_generation_ms,32,203.829756
17,verify_native_ms,32,8.043691
17,proof_bytes,32,3104
18,deploy_pool_gas,32,968565
18,update_root_gas,32,97040
18,withdraw_gas,32,64664.375
18,withdraw_ms,32,30.852781
18,witness_ms,32,0.831244
18,setup_ms,32,95.6391
18,prove_ms,32,202.062731
18,proof_generation_ms,32,202.893975
18,verify_native_ms,32,7.991225
18,proof_bytes,32,3104
19,deploy_pool_gas,32,968565
19,update_root_gas,32,97040
19,withdraw_gas,32,64664.375
19,withdraw_ms,32,31.980634
19,witness_ms,32,0.856406
19,setup_ms,32,95.2822
19,prove_ms,32,201.156163
19,proof_generation_ms,32,202.012569
19,verify_native_ms,32,7.991453
19,proof_bytes,32,3104
20,deploy_pool_gas,32,968565
20,update_root_gas,32,97040
20,withdraw_gas,32,64664.375
20,withdraw_ms,32,32.022937
20,witness_ms,32,0.868503
20,setup_ms,32,96.365
20,prove_ms,32,199.623609
20,proof_generation_ms,32,200.492113
20,verify_native_ms,32,8.210666
20,proof_bytes,32,3104
