thi_nghiem,mechanism,cau_hinh,n,d,k,metric,cach_dem,R,N,mean,sd,min,max,don_vi,nguon
theo_d,offchain,d5,32,5,9,deploy_pool_gas,moi_luot,20,20,968565,0,968565,968565,gas,lap20
theo_d,offchain,d5,32,5,9,update_root_gas,moi_luot,20,20,97040,0,97040,97040,gas,lap20
theo_d,offchain,d5,32,5,9,withdraw_gas,moi_lan_do,20,640,64664.375,5.801894,64643,64667,gas,lap20
theo_d,offchain,d5,32,5,9,withdraw_ms,moi_lan_do,20,640,31.38282,10.512434,18.5586,98.9502,ms,lap20
theo_d,offchain,d5,32,5,9,witness_ms,moi_lan_do,20,640,0.879872,0.219986,0.6132,2.0379,ms,lap20
theo_d,offchain,d5,32,5,9,setup_ms,moi_luot,20,20,103.29632,24.591716,93.105,207.1447,ms,lap20
theo_d,offchain,d5,32,5,9,prove_ms,moi_lan_do,20,640,205.790818,21.368849,177.4568,384.049,ms,lap20
theo_d,offchain,d5,32,5,9,proof_generation_ms,moi_lan_do,20,640,206.67069,21.440405,178.1521,385.1994,ms,lap20
theo_d,offchain,d5,32,5,9,verify_native_ms,moi_lan_do,20,640,8.15496,1.372069,5.6503,11.9883,ms,lap20
theo_d,offchain,d5,32,5,9,proof_bytes,moi_luot,20,20,3104,0,3104,3104,B,lap20
