thi_nghiem,run_id,iteration,warmup,d,k,mechanism,n,student_index,witness_ms,setup_ms,prove_ms,proof_generation_ms,verify_native_ms,verified,proof_bytes,calldata_bytes,root,nullifier,verify_setup_ms
theo_d,10,1,true,1,8,offchain,2,0,0.424200,61.973300,106.495800,106.920000,4.829300,true,3008,,0x0f2f81976217074a3dffe72705d281fa138c2c85046500f631d8efc3cc36e288,0x31cce6578fc40150881c61af3263887000159f168b78eb0c1c67322a114def10,49.544800
theo_d,10,2,true,1,8,offchain,2,1,0.522600,68.027500,118.943500,119.466100,5.184200,true,3008,,0x0f2f81976217074a3dffe72705d281fa138c2c85046500f631d8efc3cc36e288,0x06b149a846c21e833d5cd6933d03540005608217faf9b22fe873f8c17f865e8c,54.967300
theo_d,10,3,true,1,8,offchain,2,0,0.586500,155.306400,135.274700,135.861200,5.641200,true,3008,,0x0f2f81976217074a3dffe72705d281fa138c2c85046500f631d8efc3cc36e288,0x31cce6578fc40150881c61af3263887000159f168b78eb0c1c67322a114def10,58.986800
theo_d,10,4,false,1,8,offchain,2,0,0.689200,84.628400,131.392600,132.081800,5.399300,true,3008,,0x0f2f81976217074a3dffe72705d281fa138c2c85046500f631d8efc3cc36e288,0x31cce6578fc40150881c61af3263887000159f168b78eb0c1c67322a114def10,58.869600
theo_d,10,5,false,1,8,offchain,2,1,0.686200,81.592400,142.617000,143.303200,6.089800,true,3008,,0x0f2f81976217074a3dffe72705d281fa138c2c85046500f631d8efc3cc36e288,0x06b149a846c21e833d5cd6933d03540005608217faf9b22fe873f8c17f865e8c,63.352900
