thi_nghiem,mechanism,cau_hinh,n,d,k,metric,cach_dem,R,N,mean,sd,min,max,don_vi,nguon
theo_n,offchain,n100,100,9,9,deploy_pool_gas,moi_luot,20,20,968565,0,968565,968565,gas,lap20
theo_n,offchain,n100,100,9,9,update_root_gas,moi_luot,20,20,149571,0,149571,149571,gas,lap20
theo_n,offchain,n100,100,9,9,withdraw_gas,moi_lan_do,20,2000,64664.72,5.00541,64643,64667,gas,lap20
theo_n,offchain,n100,100,9,9,withdraw_ms,moi_lan_do,20,2000,32.108435,11.019666,19.0258,126.1534,ms,lap20
theo_n,offchain,n100,100,9,9,witness_ms,moi_lan_do,20,2000,1.273517,0.353777,0.8947,5.8373,ms,lap20
theo_n,offchain,n100,100,9,9,setup_ms,moi_luot,20,20,108.15104,8.817812,98.3501,132.6782,ms,lap20
theo_n,offchain,n100,100,9,9,prove_ms,moi_lan_do,20,2000,207.407397,19.631705,159.2649,349.6182,ms,lap20
theo_n,offchain,n100,100,9,9,proof_generation_ms,moi_lan_do,20,2000,208.680915,19.76014,160.2301,350.9714,ms,lap20
theo_n,offchain,n100,100,9,9,verify_native_ms,moi_lan_do,20,2000,7.909354,1.948788,5.3547,40.3936,ms,lap20
theo_n,offchain,n100,100,9,9,proof_bytes,moi_luot,20,20,3104,0,3104,3104,B,lap20
