run_id,metric,N,mean
1,deploy_pool_gas,500,1979758
1,deploy_verifier_gas,500,4554511
1,update_root_gas,500,459000
1,verify_gas,500,532287.128
1,verify_onchain_ms,500,749.911308
1,withdraw_gas,500,582673.92
1,withdraw_ms,500,788.000446
1,verify_record_gas,500,615665.92
1,verify_record_ms,500,796.828125
1,settle_gas,500,69624.584
1,settle_ms,500,28.8939
1,witness_ms,500,83.79648
1,setup_ms,500,1943.4225
1,prove_ms,500,1518.60349
1,proof_generation_ms,500,1602.39997
1,verify_native_ms,500,8.367907
1,proof_bytes,500,4224
1,calldata_bytes,500,4352
1,tach_gas,500,685290.504
2,deploy_pool_gas,500,1979758
2,deploy_verifier_gas,500,4554511
2,update_root_gas,500,459000
2,verify_gas,500,532290.56
2,verify_onchain_ms,500,595.768737
2,withdraw_gas,500,582677.352
2,withdraw_ms,500,627.019807
2,verify_record_gas,500,615669.352
2,verify_record_ms,500,635.996265
2,settle_gas,500,69624.584
2,settle_ms,500,29.002227
2,witness_ms,500,47.55722
2,setup_ms,500,1132.467
2,prove_ms,500,1070.811355
2,proof_generation_ms,500,1118.368575
2,verify_native_ms,500,6.049506
2,proof_bytes,500,4224
2,calldata_bytes,500,4352
2,tach_gas,500,685293.936
3,deploy_pool_gas,500,1979758
3,deploy_verifier_gas,500,4554511
3,update_root_gas,500,459000
3,verify_gas,500,532284.248
3,verify_onchain_ms,500,584.01631
3,withdraw_gas,500,582671.04
3,withdraw_ms,500,615.350819
3,verify_record_gas,500,615663.04
3,verify_record_ms,500,628.469829
3,settle_gas,500,69624.584
3,settle_ms,500,28.177258
3,witness_ms,500,56.131099
3,setup_ms,500,1390.0777
3,prove_ms,500,1130.35358
3,proof_generation_ms,500,1186.484679
3,verify_native_ms,500,6.383325
3,proof_bytes,500,4224
3,calldata_bytes,500,4352
3,tach_gas,500,685287.624
4,deploy_pool_gas,500,1979758
4,deploy_verifier_gas,500,4554511
4,update_root_gas,500,459000
4,verify_gas,500,532287.416
4,verify_onchain_ms,500,585.315892
4,withdraw_gas,500,582674.208
4,withdraw_ms,500,626.265678
4,verify_record_gas,500,615666.208
4,verify_record_ms,500,625.994502
4,settle_gas,500,69624.584
