run_id,metric,N,mean
1,deploy_pool_gas,64,968565
1,update_root_gas,64,121803
1,withdraw_gas,64,64664.75
1,withdraw_ms,64,36.071616
1,witness_ms,64,1.03367
1,setup_ms,64,105.6763
1,prove_ms,64,228.788569
1,proof_generation_ms,64,229.822239
1,verify_native_ms,64,8.592973
1,proof_bytes,64,3104
2,deploy_pool_gas,64,968565
2,update_root_gas,64,121803
2,withdraw_gas,64,64664.75
2,withdraw_ms,64,31.172227
2,witness_ms,64,1.00838
2,setup_ms,64,97.5165
2,prove_ms,64,206.311612
2,proof_generation_ms,64,207.319992
2,verify_native_ms,64,8.271623
2,proof_bytes,64,3104
3,deploy_pool_gas,64,968565
3,update_root_gas,64,121803
3,withdraw_gas,64,64664.75
3,withdraw_ms,64,32.910953
3,witness_ms,64,0.973073
3,setup_ms,64,110.4292
3,prove_ms,64,206.130058
3,proof_generation_ms,64,207.103131
3,verify_native_ms,64,8.428094
3,proof_bytes,64,3104
4,deploy_pool_gas,64,968565
4,update_root_gas,64,121803
4,withdraw_gas,64,64664.75
4,withdraw_ms,64,31.687772
4,witness_ms,64,0.994016
4,setup_ms,64,101.9535
4,prove_ms,64,205.549098
4,proof_generation_ms,64,206.543114
4,verify_native_ms,64,8.751819
4,proof_bytes,64,3104
5,deploy_pool_gas,64,968565
5,update_root_gas,64,121803
5,withdraw_gas,64,64664.75
5,withdraw_ms,64,32.438625
5,witness_ms,64,0.8686
5,setup_ms,64,94.9776
5,prove_ms,64,196.461
5,proof_generation_ms,64,197.3296
5,verify_native_ms,64,6.861369
5,proof_bytes,64,3104
6,deploy_pool_gas,64,968565
6,update_root_gas,64,121803
6,withdraw_gas,64,64664.75
6,withdraw_ms,64,25.957269
6,witness_ms,64,0.860266
6,setup_ms,64,139.6192
6,prove_ms,64,193.105453
6,proof_generation_ms,64,193.965719
6,verify_native_ms,64,6.985152
6,proof_bytes,64,3104
7,deploy_pool_gas,64,968565
7,update_root_gas,64,121803
7,withdraw_gas,64,64664.75
7,withdraw_ms,64,30.968489
7,witness_ms,64,0.971195
7,setup_ms,64,112.4512
7,prove_ms,64,202.115437
7,proof_generation_ms,64,203.086633
7,verify_native_ms,64,9.175716
7,proof_bytes,64,3104
8,deploy_pool_gas,64,968565
8,update_root_gas,64,121803
8,withdraw_gas,64,64664.75
8,withdraw_ms,64,34.833766
8,witness_ms,64,1.030948
8,setup_ms,64,107.7234
8,prove_ms,64,210.526123
8,proof_generation_ms,64,211.557072
8,verify_native_ms,64,8.965636
8,proof_bytes,64,3104
9,deploy_pool_gas,64,968565
9,update_root_gas,64,121803
9,withdraw_gas,64,64664.75
9,withdraw_ms,64,36.939534
9,witness_ms,64,1.0957
9,setup_ms,64,114.5955
9,prove_ms,64,227.311617
9,proof_generation_ms,64,228.407317
9,verify_native_ms,64,8.910489
9,proof_bytes,64,3104
10,deploy_pool_gas,64,968565
10,update_root_gas,64,121803
10,withdraw_gas,64,64664.75
10,withdraw_ms,64,31.466381
10,witness_ms,64,0.997044
10,setup_ms,64,99.1518
10,prove_ms,64,209.456698
10,proof_generation_ms,64,210.453742
10,verify_native_ms,64,8.274673
10,proof_bytes,64,3104
11,deploy_pool_gas,64,968565
11,update_root_gas,64,121803
11,withdraw_gas,64,64664.75
11,withdraw_ms,64,32.046292
11,witness_ms,64,1.10418
11,setup_ms,64,111.6838
11,prove_ms,64,208.90052
11,proof_generation_ms,64,210.0047
11,verify_native_ms,64,9.012777
11,proof_bytes,64,3104
12,deploy_pool_gas,64,968565
12,update_root_gas,64,121803
12,withdraw_gas,64,64664.75
12,withdraw_ms,64,31.969139
12,witness_ms,64,1.102017
12,setup_ms,64,100.0628
12,prove_ms,64,208.225711
12,proof_generation_ms,64,209.327728
12,verify_native_ms,64,8.406264
12,proof_bytes,64,3104
13,deploy_pool_gas,64,968565
13,update_root_gas,64,121803
13,withdraw_gas,64,64664.75
13,withdraw_ms,64,33.033659
13,witness_ms,64,0.942258
13,setup_ms,64,99.5659
13,prove_ms,64,208.601527
13,proof_generation_ms,64,209.543784
