thi_nghiem,mechanism,cau_hinh,n,d,k,metric,cach_dem,R,N,mean,sd,min,max,don_vi,nguon
theo_d,offchain,d6,64,6,9,deploy_pool_gas,moi_luot,20,20,968565,0,968565,968565,gas,lap20
theo_d,offchain,d6,64,6,9,update_root_gas,moi_luot,20,20,121803,0,121803,121803,gas,lap20
theo_d,offchain,d6,64,6,9,withdraw_gas,moi_lan_do,20,1280,64664.75,5.143751,64643,64667,gas,lap20
theo_d,offchain,d6,64,6,9,withdraw_ms,moi_lan_do,20,1280,32.42918,11.915844,18.9175,149.2852,ms,lap20
theo_d,offchain,d6,64,6,9,witness_ms,moi_lan_do,20,1280,0.996991,0.262061,0.6631,2.1844,ms,lap20
theo_d,offchain,d6,64,6,9,setup_ms,moi_luot,20,20,104.972185,10.201327,94.9776,139.6192,ms,lap20
theo_d,offchain,d6,64,6,9,prove_ms,moi_lan_do,20,1280,207.136474,24.165519,173.4768,564.805,ms,lap20
theo_d,offchain,d6,64,6,9,proof_generation_ms,moi_lan_do,20,1280,208.133465,24.230926,174.32,565.9839,ms,lap20
theo_d,offchain,d6,64,6,9,verify_native_ms,moi_lan_do,20,1280,8.332302,2.555521,5.6957,65.94,ms,lap20
theo_d,offchain,d6,64,6,9,proof_bytes,moi_luot,20,20,3104,0,3104,3104,B,lap20
