thi_nghiem,run_id,iteration,warmup,d,k,mechanism,n,student_index,witness_ms,setup_ms,prove_ms,proof_generation_ms,verify_native_ms,verified,proof_bytes,calldata_bytes,root,nullifier,verify_setup_ms
theo_n,15,1,true,9,9,offchain,10,0,1.086500,104.433600,179.168400,180.254900,6.581100,true,3104,,0x1be82631710f0b8c10549f9234dd7f3ffe3e99f4cd1016f47c4d2bdc41b39056,0x1d76782779790677e37d4dd74e45b3a9780a7bfc856a4f7cca5078cd25b235b8,85.475700
theo_n,15,2,true,9,9,offchain,10,1,1.240800,117.451400,194.314600,195.555400,6.921600,true,3104,,0x1be82631710f0b8c10549f9234dd7f3ffe3e99f4cd1016f47c4d2bdc41b39056,0x0c32e7b5fe200a5e9151692b866f4b9d01eb220f2f9bfbdb5a80efd643936d85,91.319600
theo_n,15,3,true,9,9,offchain,10,2,1.329800,122.280500,200.964500,202.294300,7.838200,true,3104,,0x1be82631710f0b8c10549f9234dd7f3ffe3e99f4cd1016f47c4d2bdc41b39056,0x2066db29658b4c103da4fbb06affbd158d3bf0e2d5aed8e9c8e3e2ecfd0f7b06,98.829700
theo_n,15,4,false,9,9,offchain,10,0,1.452600,125.539500,209.056900,210.509500,7.219900,true,3104,,0x1be82631710f0b8c10549f9234dd7f3ffe3e99f4cd1016f47c4d2bdc41b39056,0x1d76782779790677e37d4dd74e45b3a9780a7bfc856a4f7cca5078cd25b235b8,97.510400
theo_n,15,5,false,9,9,offchain,10,1,1.402800,127.271400,267.275200,268.678000,8.002800,true,3104,,0x1be82631710f0b8c10549f9234dd7f3ffe3e99f4cd1016f47c4d2bdc41b39056,0x0c32e7b5fe200a5e9151692b866f4b9d01eb220f2f9bfbdb5a80efd643936d85,99.732800
theo_n,15,6,false,9,9,offchain,10,2,1.463000,140.259500,221.999700,223.462700,7.713500,true,3104,,0x1be82631710f0b8c10549f9234dd7f3ffe3e99f4cd1016f47c4d2bdc41b39056,0x2066db29658b4c103da4fbb06affbd158d3bf0e2d5aed8e9c8e3e2ecfd0f7b06,100.868700
theo_n,15,7,false,9,9,offchain,10,3,1.417600,126.837700,206.964600,208.382200,7.251400,true,3104,,0x1be82631710f0b8c10549f9234dd7f3ffe3e99f4cd1016f47c4d2bdc41b39056,0x27d5787acae2e70738b29f5ca3a1aa9e0f77bf5856df3d47b679cb22b5821603,98.058300
theo_n,15,8,false,9,9,offchain,10,4,1.478000,132.164300,208.686000,210.164000,7.331100,true,3104,,0x1be82631710f0b8c10549f9234dd7f3ffe3e99f4cd1016f47c4d2bdc41b39056,0x238cf0903d943d661a7bdbd8cae2f7347f1e33d6ddca8a4874a8f7f7c656ecb0,96.518600
theo_n,15,9,false,9,9,offchain,10,5,1.453300,123.561700,196.166400,197.619700,6.878000,true,3104,,0x1be82631710f0b8c10549f9234dd7f3ffe3e99f4cd1016f47c4d2bdc41b39056,0x0782243bad150bdf3e35bd5329fca3467394689531a8488ae96a1bbeb088057d,91.885100
theo_n,15,10,false,9,9,offchain,10,6,1.326700,122.374600,198.779700,200.106400,7.050400,true,3104,,0x1be82631710f0b8c10549f9234dd7f3ffe3e99f4cd1016f47c4d2bdc41b39056,0x3d508e5198d40cdce3513a324acf50d2ca54820fe7922411249da98dbc09c9a6,93.434200
theo_n,15,11,false,9,9,offchain,10,7,1.343000,121.613500,196.694600,198.037600,6.983400,true,3104,,0x1be82631710f0b8c10549f9234dd7f3ffe3e99f4cd1016f47c4d2bdc41b39056,0x0242d3d7510f0d83bb23b21ede25605518b67944466fa46292d0ac5fd9589f41,92.248900
theo_n,15,12,false,9,9,offchain,10,8,1.376800,121.821400,201.963000,203.339800,6.969200,true,3104,,0x1be82631710f0b8c10549f9234dd7f3ffe3e99f4cd1016f47c4d2bdc41b39056,0x1e91ffbddd89422e1e0dadbddf5dee174787e6cf2aab9d7b81d70818ce0940b2,97.453700
theo_n,15,13,false,9,9,offchain,10,9,1.949600,122.144300,197.659900,199.609500,7.022200,true,3104,,0x1be82631710f0b8c10549f9234dd7f3ffe3e99f4cd1016f47c4d2bdc41b39056,0x0143ac11b276e13b4f53125288392bc556f5927e8969431313b6bd58aab34520,96.431500
