mechanism,n,student_index,witness_ms,setup_ms,prove_ms,proof_generation_ms,verify_native_ms,verified,proof_bytes,calldata_bytes,root,nullifier
groth16,60,0,326.238500,6.539900,659.810500,986.049000,35.033500,true,724,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,3371030572452908976254878625942214403408346106222633842898418117494981405509
groth16,60,1,204.372100,6.539900,548.446500,752.818600,14.443400,true,722,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,11891186817368515319661380577388408737118599490639991772420056881046418442865
groth16,60,2,202.008900,6.539900,746.296600,948.305500,24.268600,true,722,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,6024000082102835639388135158748293916812543460750273172794658615150226156696
groth16,60,3,161.195400,6.539900,710.665800,871.861200,16.420200,true,723,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,7069153532893142542462692000221263705887530102971162435446619160383268827432
groth16,60,4,134.792500,6.539900,598.344700,733.137200,20.943200,true,721,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,8760894407309183785779027369023718994480990823897222948352027610713811084927
groth16,60,5,145.261000,6.539900,522.091700,667.352700,14.262900,true,724,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,249018904379903451934515327678642439758007279838400364869474842715504941160
groth16,60,6,163.032900,6.539900,539.408900,702.441800,23.247500,true,726,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,14392798643816368678577157067799367690617603567155116612659973515222065958842
groth16,60,7,130.405300,6.539900,501.716000,632.121300,17.988700,true,724,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,1924144694287849264255483545093409058239257798238825008400426900878493191966
groth16,60,8,541.687200,6.539900,418.756400,960.443600,19.230400,true,726,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,8239173531536279168830236200511478735367714332649962160260096163733593957149
groth16,60,9,189.299300,6.539900,471.377300,660.676600,13.715200,true,719,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,247128611527841309437469606688812149426845432772359665519731580857775124176
groth16,60,10,107.131500,6.539900,486.881200,594.012700,29.476200,true,722,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,1986462891835061539625653351771947884496807354098604907139945622320322952897
groth16,60,11,187.245800,6.539900,466.427000,653.672800,14.787100,true,722,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,16770560369830942621291786273468663679849104635783739713462336384380635013668
groth16,60,12,99.501400,6.539900,503.133700,602.635100,14.595000,true,724,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,8724412713868910780181320020721809216546624377071029239477215141729092561807
groth16,60,13,103.872300,6.539900,408.862600,512.734900,15.882100,true,723,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,4213655539637776240924268132318284463346191556026763831748613165975518486615
groth16,60,14,159.389700,6.539900,473.277800,632.667500,15.269900,true,724,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,18493453130262004755353636134858068085133106367010827393513740051908589602534
groth16,60,15,209.983200,6.539900,496.538600,706.521800,14.411300,true,721,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,20245464882943466535198731776064452587391439332844476725802405553090075142436
groth16,60,16,128.425600,6.539900,454.474100,582.899700,13.534300,true,726,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,17494033041291647869413477070369658369939565891265955378727705103094042433787
groth16,60,17,115.730700,6.539900,473.198100,588.928800,16.065000,true,722,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,5569966744240067245712979991603334776744578649647651696689786092077191287330
groth16,60,18,161.384700,6.539900,498.039200,659.423900,15.046600,true,725,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,8046800430705526481070068878218299843862631313721697807595499270566666799559
groth16,60,19,185.488700,6.539900,412.915200,598.403900,16.819600,true,723,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,8811116878838632870119366097061325666802602121279462363662845556921950601471
groth16,60,20,145.828100,6.539900,439.980200,585.808300,21.599300,true,725,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,6753121868038553043902270464951879981844839303180534456425588201199547178368
groth16,60,21,167.431200,6.539900,457.120400,624.551600,14.884400,true,722,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,3097549183127479903674263279254389302791306008513903323539617936385286894461
groth16,60,22,123.350500,6.539900,427.636500,550.987000,14.828100,true,721,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,10130665569571839326327884771611099412178563435198939313561448181737277766189
groth16,60,23,171.062300,6.539900,442.803500,613.865800,13.610700,true,723,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,18309820015121456403787912723797884557030908017908903816245151434607819234627
groth16,60,24,144.189500,6.539900,447.078200,591.267700,57.662400,true,721,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,2853361668352159119549389405177674525737017823661691435739322198477420006321
groth16,60,25,164.901700,6.539900,506.647200,671.548900,14.792600,true,721,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,11906011849145682503324759453247086780998937803735697862064184440526489750597
groth16,60,26,174.297000,6.539900,680.341300,854.638300,33.920900,true,725,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,18753184806694785177025917693310067309931231775777877530525065350063532101252
groth16,60,27,239.484900,6.539900,677.170900,916.655800,41.245600,true,724,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,13179177768545421951497478113875450151861079012696266621213640133359004780019
groth16,60,28,249.919900,6.539900,563.394500,813.314400,35.564900,true,724,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,8224442365712682568957649228569147313274032526389257158972305815610170831413
groth16,60,29,225.493100,6.539900,554.789100,780.282200,29.660400,true,721,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,3565031531310778942832532934424407123369776583345763679760079404693822344285
groth16,60,30,291.770200,6.539900,585.183000,876.953200,35.234600,true,724,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,19466333053499746892643035301625152241420114599022938897021355919221735165458
groth16,60,31,255.729300,6.539900,592.900500,848.629800,19.307800,true,722,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,12334497103610066598946420965160834387119630144968513956079627655504900922396
groth16,60,32,217.336800,6.539900,552.875700,770.212500,41.164000,true,722,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,11732772076691443427358526586147506105867541028488873028086836428004304655827
groth16,60,33,259.289100,6.539900,549.282100,808.571200,32.029300,true,724,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,3823890971258587126055766361185693442811191877708971825604548932891906749190
groth16,60,34,200.017500,6.539900,553.051900,753.069400,33.086500,true,723,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,9686160556430748350171909875622951422778129149819381974732272545158223130909
groth16,60,35,197.579900,6.539900,589.729200,787.309100,28.746900,true,720,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,11731344428007778235817816116653340030162544478077541174810663608205810625316
groth16,60,36,224.392300,6.539900,703.083200,927.475500,22.570800,true,723,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,7876871085233349579025868572405056555044790573499178005259392763904419248044
groth16,60,37,236.942600,6.539900,549.432100,786.374700,40.191100,true,722,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,1287907868541927099686506456305297536758312829306680977821710567316015853691
groth16,60,38,185.013000,6.539900,724.169100,909.182100,35.182900,true,724,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,17936248045721466294814184438744675039602833498873805313579674096431959784384
groth16,60,39,219.251700,6.539900,532.176200,751.427900,30.524300,true,723,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,1483064334599857931193456270323928165535508363298480666733997134801163462978
groth16,60,40,216.016200,6.539900,539.892200,755.908400,29.970900,true,725,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,20028430311342502651181874576381186437609612335729389872504102063392570546185
groth16,60,41,214.138800,6.539900,545.077800,759.216600,32.310400,true,723,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,20061762940005861035963976844180426792970519630636153456894571109933797631380
groth16,60,42,224.854700,6.539900,540.042600,764.897300,33.402200,true,723,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,11118283829999976714612699127721141326198295017234102763376088354428784519764
groth16,60,43,184.498300,6.539900,531.850800,716.349100,28.522900,true,723,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,4852684341560559387871332619343917189885407923952421697395068995376044475422
groth16,60,44,204.698300,6.539900,514.459300,719.157600,24.071900,true,725,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,15277795686529788377513595665645122934992869763215694761648392027296604261012
groth16,60,45,245.201900,6.539900,536.120700,781.322600,19.631500,true,720,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,20183371394757012605874147682568989363931870478246242824690346914545828717614
groth16,60,46,210.667900,6.539900,531.855600,742.523500,54.823400,true,723,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,15334192837098819696708911625103887853567829035830904456770351692633872699812
groth16,60,47,191.447000,6.539900,598.355200,789.802200,23.028300,true,724,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,2914235753252701093663360998439309222999564557978540369833180787947033314112
groth16,60,48,199.124300,6.539900,646.740200,845.864500,35.855800,true,725,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,21568653595264031854562309372193265492174560790084255769904774085120274138207
groth16,60,49,275.778700,6.539900,695.665400,971.444100,38.295700,true,723,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,9154091257038456727968517062706026089331301111981584958166861193710921667863
groth16,60,50,223.652900,6.539900,602.427400,826.080300,36.637500,true,723,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,13869997634948582765135010312821933746954071249678225713482327798200417497563
groth16,60,51,258.768300,6.539900,525.871500,784.639800,26.539900,true,723,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,3878741528353855641383574210624044368732447973330220735244699642849526713853
groth16,60,52,197.383900,6.539900,492.496800,689.880700,33.322500,true,721,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,4419204321260102450530777921981754669534523868111881909837611308167788914476
groth16,60,53,190.544800,6.539900,490.229700,680.774500,24.585100,true,722,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,15134434729467959067439476237372595757456884915861148048214069757951901274127
groth16,60,54,182.365300,6.539900,479.441900,661.807200,46.499400,true,724,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,11677282051356209813659865666195021329806005321732799983068715790034667199678
groth16,60,55,262.162900,6.539900,545.791200,807.954100,31.719700,true,722,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,12479644225750462389573616299207721900005605687977930865935545067353658787792
groth16,60,56,468.271700,6.539900,496.253500,964.525200,350.066400,true,724,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,12354124176150066287823882106448558808721762786911504807263898687498491740346
groth16,60,57,210.468600,6.539900,449.426700,659.895300,310.572000,true,722,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,8142332215044940805800562349982723104575729626710496116460686523688304408411
groth16,60,58,189.549600,6.539900,467.379700,656.929300,14.652900,true,722,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,18076988219443589660226576598957048574256938908963283532207892431821289183475
groth16,60,59,109.674900,6.539900,450.608900,560.283800,27.677500,true,721,384,2083217018903597357005865192913785318615743919327163778711108792089471309817,5576552874413969101705626987427339162402277485663040340668403882409837897846
