mechanism,n,student_index,witness_ms,setup_ms,prove_ms,proof_generation_ms,verify_native_ms,verified,proof_bytes,calldata_bytes,root,nullifier
groth16,30,0,376.958700,6.539900,1237.967200,1614.925900,42.288700,true,722,384,3365827682543154888450860022368377998699760249368398471083961012304185734152,15508986216965573006588121867087824127844582634051650243003659545511379965594
groth16,30,1,258.238600,6.539900,1329.448200,1587.686800,43.950600,true,725,384,3365827682543154888450860022368377998699760249368398471083961012304185734152,15702813147982705626906444109613883964311102818035553648510862616994727465778
groth16,30,2,279.805200,6.539900,1437.366200,1717.171400,127.208000,true,724,384,3365827682543154888450860022368377998699760249368398471083961012304185734152,8194579437614653547960555651008158231226184242912976247528334817151899958228
groth16,30,3,282.199000,6.539900,974.674100,1256.873100,43.883000,true,720,384,3365827682543154888450860022368377998699760249368398471083961012304185734152,3145702885670122258078530446403756611507836965677410455584996010369881089533
groth16,30,4,261.500200,6.539900,1175.643200,1437.143400,31.523400,true,723,384,3365827682543154888450860022368377998699760249368398471083961012304185734152,3501908140625252775268722919765355236754202898464318261135780099330134825754
groth16,30,5,201.652800,6.539900,775.850800,977.503600,34.273400,true,722,384,3365827682543154888450860022368377998699760249368398471083961012304185734152,13116046539349787421767119886519181959520734691180632545029308094027036764953
groth16,30,6,231.751100,6.539900,1024.964600,1256.715700,48.909100,true,722,384,3365827682543154888450860022368377998699760249368398471083961012304185734152,18601059737795386402585343187276642964658269413252835136810760794679996253753
groth16,30,7,289.663000,6.539900,661.330200,950.993200,23.668900,true,723,384,3365827682543154888450860022368377998699760249368398471083961012304185734152,16408492627842239255620157865964415855603620461938087863522350373763916759927
groth16,30,8,274.437800,6.539900,568.407600,842.845400,40.820000,true,726,384,3365827682543154888450860022368377998699760249368398471083961012304185734152,13342292929438419499053685310629270473825359103592359990881233815226060122730
groth16,30,9,200.176200,6.539900,608.108400,808.284600,34.815400,true,723,384,3365827682543154888450860022368377998699760249368398471083961012304185734152,15962690931500148757490504739475511827790766413757095431573739965806317653725
groth16,30,10,219.664700,6.539900,831.344500,1051.009200,49.006200,true,722,384,3365827682543154888450860022368377998699760249368398471083961012304185734152,6727688612684265390928677420762392738757718946180071689711772603341125678834
groth16,30,11,319.857600,6.539900,710.685900,1030.543500,42.887000,true,720,384,3365827682543154888450860022368377998699760249368398471083961012304185734152,1215040285550194182000280325283672596441990092962167830349784958104928755672
groth16,30,12,252.179900,6.539900,749.651800,1001.831700,31.112500,true,724,384,3365827682543154888450860022368377998699760249368398471083961012304185734152,3547776112318238141388828452887791201580129661156738313724932339908411497714
groth16,30,13,214.269200,6.539900,597.472200,811.741400,36.313400,true,720,384,3365827682543154888450860022368377998699760249368398471083961012304185734152,1149284045819717704864461125362127439108016918302437175320560471776228462837
groth16,30,14,227.096300,6.539900,548.434100,775.530400,33.021400,true,721,384,3365827682543154888450860022368377998699760249368398471083961012304185734152,14239231380543255946507993450155036385109080202774540353933418459017589550994
groth16,30,15,162.948600,6.539900,633.692600,796.641200,35.413900,true,721,384,3365827682543154888450860022368377998699760249368398471083961012304185734152,8182555372851647244950902979479060698277357012066620328450775362160955860775
groth16,30,16,255.484200,6.539900,632.678100,888.162300,34.429500,true,726,384,3365827682543154888450860022368377998699760249368398471083961012304185734152,4718623588508747506203767168676169467306675563635570922305058950495297442027
groth16,30,17,232.406000,6.539900,596.720700,829.126700,35.504600,true,724,384,3365827682543154888450860022368377998699760249368398471083961012304185734152,2944457712025814745211129909427264272496726547257066857215523040094008432574
groth16,30,18,237.070600,6.539900,689.485400,926.556000,39.969500,true,723,384,3365827682543154888450860022368377998699760249368398471083961012304185734152,5413117234847065033082602808082408815663283599310694148895727340113890249526
groth16,30,19,224.917400,6.539900,855.865200,1080.782600,25.554100,true,724,384,3365827682543154888450860022368377998699760249368398471083961012304185734152,753671006343752772335681506587571486516304737979694289672616357904676325468
groth16,30,20,169.635100,6.539900,908.391700,1078.026800,41.354600,true,723,384,3365827682543154888450860022368377998699760249368398471083961012304185734152,4431706915255048324407554866120709622211197989596672502313958764405325791318
groth16,30,21,232.116800,6.539900,802.692500,1034.809300,37.260400,true,725,384,3365827682543154888450860022368377998699760249368398471083961012304185734152,9112341212683664036795066108798946685589494289076801622564356276632839622677
groth16,30,22,228.131600,6.539900,976.186400,1204.318000,29.433800,true,723,384,3365827682543154888450860022368377998699760249368398471083961012304185734152,21845167981418477370652490692991786228128238691749344157037843929349778805206
groth16,30,23,247.123000,6.539900,965.103400,1212.226400,24.407200,true,723,384,3365827682543154888450860022368377998699760249368398471083961012304185734152,11788486405288134153173910677057414498826234618038982216030215791923432075398
groth16,30,24,216.325400,6.539900,807.067200,1023.392600,25.081200,true,723,384,3365827682543154888450860022368377998699760249368398471083961012304185734152,21863131579783502806639140365895916045642777461673765175687417519959464831695
groth16,30,25,1141.790700,6.539900,455.808600,1597.599300,14.168000,true,724,384,3365827682543154888450860022368377998699760249368398471083961012304185734152,5965247145115330175648515887018225215774549574906302652431686508554552618602
groth16,30,26,819.627200,6.539900,415.803500,1235.430700,17.216600,true,726,384,3365827682543154888450860022368377998699760249368398471083961012304185734152,21379883202239470951792858790934119289169817827999964417382378397673218868938
groth16,30,27,1002.616500,6.539900,3173.495100,4176.111600,16.698000,true,723,384,3365827682543154888450860022368377998699760249368398471083961012304185734152,19556148099494595971112439025099690082316388586728796030830317701488723963158
groth16,30,28,1032.420700,6.539900,614.587000,1647.007700,15.268000,true,721,384,3365827682543154888450860022368377998699760249368398471083961012304185734152,3394100014962394735287502899931136078599997480380257809418231607269732726193
groth16,30,29,116.269600,6.539900,2197.183200,2313.452800,17.677200,true,724,384,3365827682543154888450860022368377998699760249368398471083961012304185734152,17001613932979307222765392011406853715146390638540356096821993260463636083506
