mechanism,n,student_index,deploy_pool_gas,deploy_verifier_gas,update_root_gas,verify_gas,verify_onchain_ms,withdraw_gas,withdraw_ms,verify_record_gas,verify_record_ms,settle_gas,settle_ms,root,nullifier
groth16,10,0,2109494,445503,80068,235758,372.177300,286643,863.929700,321819,613.959600,69626,34.858600,0x02051b8182ba2ee019b6486af5f8a4e86ee6d31f6dd7cbe82baf7e1c09e7514a,0x1d5410392d33aa928228655ec19e0a4cc87604dcabf7d019cdc69e76351d4d3e
groth16,10,1,2109494,445503,80068,235770,448.795300,286643,412.178300,321819,481.836200,69626,30.450200,0x02051b8182ba2ee019b6486af5f8a4e86ee6d31f6dd7cbe82baf7e1c09e7514a,0x0f19a956da36742ba15ed2b08295d933846420fd1022136db2cb9da8f1de96ba
groth16,10,2,2109494,445503,80068,235770,465.131300,286655,403.443700,321831,412.092700,69626,29.042100,0x02051b8182ba2ee019b6486af5f8a4e86ee6d31f6dd7cbe82baf7e1c09e7514a,0x04801d1e6df72f75f590f0f0a855087899f0fbc6396292aa10868d5f6bfcd2e6
groth16,10,3,2109494,445503,80068,235770,422.806300,286655,439.671400,321831,457.405400,69626,32.278200,0x02051b8182ba2ee019b6486af5f8a4e86ee6d31f6dd7cbe82baf7e1c09e7514a,0x2319f3f630492e6dee6e9246e6bd518ee837d6365197389bc941cebbe64f5a21
groth16,10,4,2109494,445503,80068,235782,446.453500,286667,529.875300,321843,412.541000,69626,24.859500,0x02051b8182ba2ee019b6486af5f8a4e86ee6d31f6dd7cbe82baf7e1c09e7514a,0x1a9352e4dc38bc71d105b21b23efba4435abbe301ace18659126d38c26f7727b
groth16,10,5,2109494,445503,80068,235770,422.925200,286643,383.689700,321819,412.750300,69614,24.498200,0x02051b8182ba2ee019b6486af5f8a4e86ee6d31f6dd7cbe82baf7e1c09e7514a,0x131aa12f602d58ff304a33cfd60d502db092b1672d0600edb6a0766db59b0de4
groth16,10,6,2109494,445503,80068,235758,409.605600,286631,507.457800,321807,511.434900,69614,22.585700,0x02051b8182ba2ee019b6486af5f8a4e86ee6d31f6dd7cbe82baf7e1c09e7514a,0x11002fe4493d85d2b732dbd95f330eda47567da2b47ac92f256c2a4486b85b14
groth16,10,7,2109494,445503,80068,235734,403.584200,286607,407.546200,321783,450.317900,69614,28.092400,0x02051b8182ba2ee019b6486af5f8a4e86ee6d31f6dd7cbe82baf7e1c09e7514a,0x1644f47a58d7b67c006c5b85935062400b9b11a912c6a9771b80a43ca4a89bb0
groth16,10,8,2109494,445503,80068,235746,525.454000,286631,397.652300,321807,408.308700,69626,18.279200,0x02051b8182ba2ee019b6486af5f8a4e86ee6d31f6dd7cbe82baf7e1c09e7514a,0x117fb1b24f3b18574fcf08f4be0b4f445616cdd286e7c370c2443f88a8045364
groth16,10,9,2109494,445503,80068,235770,412.449200,286643,460.552300,321819,631.357800,69626,33.164000,0x02051b8182ba2ee019b6486af5f8a4e86ee6d31f6dd7cbe82baf7e1c09e7514a,0x016438a07325c9ee19fa506a09fc8fa176e505ae4bae92dc9d556ea474920c9e
