mechanism,n,student_index,witness_ms,setup_ms,prove_ms,proof_generation_ms,verify_native_ms,verified,proof_bytes,calldata_bytes,root,nullifier
groth16,100,0,161.489400,6.539900,553.209900,714.699300,18.162200,true,721,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,4668098290004347132449638864797620477785879582628858895736888826163977723150
groth16,100,1,126.842200,6.539900,484.067100,610.909300,17.134700,true,725,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,1462357756399648118531844942593849840614733823895293142561753810203312141280
groth16,100,2,152.950700,6.539900,574.095500,727.046200,14.559600,true,723,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,2650702679706908633967916963922640414575742718715599544382399498979897759783
groth16,100,3,103.342300,6.539900,461.285800,564.628100,14.500200,true,720,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,10583985798823789902411277742950015745419168599070275422730054278949416510284
groth16,100,4,132.323600,6.539900,434.857700,567.181300,18.729600,true,722,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,5135760822080012964172995592612412503397180793063871390120682944995386024452
groth16,100,5,185.191100,6.539900,411.217600,596.408700,15.353300,true,724,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,13015423786581755278074729687307556144244704122780575390723354392214010911644
groth16,100,6,194.121000,6.539900,493.355300,687.476300,22.626800,true,724,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,3119651388636933824896078205040949554882280397330996628367681653719853323786
groth16,100,7,212.881700,6.539900,464.573400,677.455100,15.883100,true,722,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,13354453016030119903887375844214927390415992650445561000420232916970912867052
groth16,100,8,187.454000,6.539900,451.470000,638.924000,29.390600,true,723,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,6854452039593028365575373919675104442338889564242667964631187793838408178516
groth16,100,9,192.253400,6.539900,504.749800,697.003200,25.997600,true,722,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,9233342524985050248451807310162115772747527472487901331713274327144772746675
groth16,100,10,230.797200,6.539900,524.797800,755.595000,20.813300,true,724,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,11769446904669404017624983089733900492416813460645210564007568725356197859766
groth16,100,11,211.940200,6.539900,507.636000,719.576200,31.320600,true,723,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,21188488691982472499665208909770630217783077262666900956484164957165823937395
groth16,100,12,180.068100,6.539900,554.228200,734.296300,37.038600,true,722,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,15769093387933919466793169843388685039396129860875936503564874336603507403454
groth16,100,13,226.504900,6.539900,652.360600,878.865500,37.516500,true,721,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,6107511844414683560525341379199318054228702373326336024970361457520093261406
groth16,100,14,144.654400,6.539900,664.010400,808.664800,24.853500,true,724,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,9510725418116612798412161071923295738816026493310854171958678947254700539689
groth16,100,15,242.440200,6.539900,606.154700,848.594900,26.885700,true,721,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,17450918911920952364490829285218152224180817615281489688664693246671203754742
groth16,100,16,204.090100,6.539900,517.284500,721.374600,18.829000,true,722,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,2918460804187844181049777011877525128162132497741647550772108854268296126446
groth16,100,17,216.523900,6.539900,503.071800,719.595700,37.125700,true,723,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,1139179111054425433588742711532614044883824020387665837321537099021588070236
groth16,100,18,194.272100,6.539900,547.452000,741.724100,37.700900,true,726,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,20910041929132596824487338861366954358623619415485666318163303404267591357980
groth16,100,19,217.661600,6.539900,687.905000,905.566600,19.039300,true,726,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,1009007662426507758993576656258247976789948784851827384611329654319182597664
groth16,100,20,222.445700,6.539900,730.818100,953.263800,49.245500,true,720,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,18200725595457163214556446071657425623715540493635399047806367630007365984876
groth16,100,21,256.757600,6.539900,666.137000,922.894600,27.427300,true,722,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,13037090819654384516547398216104016831853275115451938866811975625749026878120
groth16,100,22,253.008600,6.539900,552.628900,805.637500,33.186000,true,722,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,18713809586253352653458918572568494362208844668814419613523002407384131382552
groth16,100,23,226.651300,6.539900,539.331800,765.983100,23.069000,true,725,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,2340130144389960347225214127318814034346171994637455858083854167466747646274
groth16,100,24,181.130900,6.539900,924.277600,1105.408500,26.818900,true,724,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,15992517248708063721584575497332595850062039064561115210848360554458043709132
groth16,100,25,266.361900,6.539900,831.863400,1098.225300,23.550100,true,724,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,10505380872731311712605732709591942415535438055321042298490202803805755781027
groth16,100,26,216.684600,6.539900,753.164500,969.849100,25.729200,true,723,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,17201026669911747251718348965302479254973971765215514642761462315433780407174
groth16,100,27,246.795100,6.539900,739.369500,986.164600,35.055400,true,722,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,11463170648667328704542932228753847888461352340647300120635829384350390699479
groth16,100,28,224.868700,6.539900,648.450100,873.318800,34.934400,true,722,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,20451568999580155035206646657609612440404894262953614209496329899732357434084
groth16,100,29,239.412400,6.539900,922.531100,1161.943500,96.230300,true,723,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,17736790824844011231191604886368995038768654311515558211131379875066354030556
groth16,100,30,337.155300,6.539900,837.949600,1175.104900,32.865800,true,724,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,16709208306163957931100831393321709882565965976483100830367268890848384427536
groth16,100,31,293.173800,6.539900,1092.766800,1385.940600,34.936200,true,724,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,18877032700503392974413474557441726477813763793147659040252164972081832772396
groth16,100,32,304.195900,6.539900,813.036700,1117.232600,41.338800,true,723,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,11007967047248553820916264305102578257121797176489170955092818441612715242552
groth16,100,33,221.536100,6.539900,730.788300,952.324400,32.059400,true,723,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,3139922470538251837985065472228631391384267131958183423502712922505709509962
groth16,100,34,245.085700,6.539900,671.362700,916.448400,34.537400,true,724,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,2597567667502005238778936255769357153695085666902157176779449421308273494119
groth16,100,35,290.088200,6.539900,828.292100,1118.380300,31.524600,true,720,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,15286872260376079426054316497824227294442790715822274331177645056510652405398
groth16,100,36,250.448900,6.539900,671.401700,921.850600,38.911500,true,725,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,7872161989095996709694940592106847374256012649796986361193172954593574585977
groth16,100,37,226.738600,6.539900,668.445900,895.184500,32.425800,true,722,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,19108608753965329481597769972459782240668197475605675550600682555907493745995
groth16,100,38,224.156100,6.539900,686.509000,910.665100,23.737100,true,725,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,2912451696619745991520584973931887610179971534760338323418013393829852269214
groth16,100,39,229.447500,6.539900,667.751500,897.199000,40.605000,true,722,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,10882178790147189033485298992155486807553430525478939575687006413048547728326
groth16,100,40,257.558300,6.539900,631.998900,889.557200,36.341300,true,724,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,16632157238317274339807171419240556306521961061518369849363003771178136230749
groth16,100,41,258.116800,6.539900,731.444100,989.560900,35.693800,true,722,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,12351079252054945062429320950925287473831291896397619834059693772068084928473
groth16,100,42,211.561300,6.539900,768.009700,979.571000,37.415300,true,721,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,11108730019317460772888768431618170861986651141448509053119695090402084375642
groth16,100,43,246.272100,6.539900,778.356100,1024.628200,35.042700,true,722,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,1555847960919175058479717936425936374327191525989096643134250598436144479008
groth16,100,44,309.715100,6.539900,707.163800,1016.878900,41.702200,true,726,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,7471359118100921769733336100720141467930686423387350279025272327178178446021
groth16,100,45,268.051300,6.539900,563.897000,831.948300,25.999500,true,724,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,8337713586758981501408473653232689688311318552159982126125063930825818560288
groth16,100,46,224.301800,6.539900,698.409100,922.710900,27.260200,true,724,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,14036896686610099058756289078312882196419277147668906870556859331467499118464
groth16,100,47,217.639100,6.539900,526.922000,744.561100,35.213400,true,724,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,15134070363237361332380796059622463562978695879679645328083161647917918820375
groth16,100,48,217.685400,6.539900,732.610500,950.295900,42.295500,true,724,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,17323109368460622575222375293462328572239293740648380038700922905157615877164
groth16,100,49,228.438800,6.539900,614.149400,842.588200,34.917400,true,724,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,18123062431306711066185265214154219382340146475051583712031407146599002222632
groth16,100,50,196.336600,6.539900,615.166300,811.502900,24.885500,true,722,384,13962962745218467904064714430193216677419640593864368242677617301199006203329,3450441364205803340598149316370807995650033498180654281323206125696308850216
