mechanism,n,student_index,deploy_pool_gas,deploy_verifier_gas,update_root_gas,verify_gas,verify_onchain_ms,withdraw_gas,withdraw_ms,verify_record_gas,verify_record_ms,settle_gas,settle_ms,root,nullifier
groth16,100,0,2109494,445503,149677,235758,417.495100,286631,416.153300,321807,472.827700,69626,18.706000,0x1edec1c0f6bdff678b93c1cccb2052f40023e2cc72f20a1d4ea4b5c64ce3fdc1,0x0a520ccce49a0c45f1d996c75c5c6ea5381a4f99713d7ca3c1d0aa40a5d71d0e
groth16,100,1,2109494,445503,149677,235758,403.231000,286619,412.387100,321795,394.677300,69626,18.868800,0x1edec1c0f6bdff678b93c1cccb2052f40023e2cc72f20a1d4ea4b5c64ce3fdc1,0x033baa47d86e1f338df686f581e8f730bdd36893f9a7c39a087356d4406033e0
groth16,100,2,2109494,445503,149677,235770,370.300000,286643,411.372400,321819,426.121900,69626,18.097300,0x1edec1c0f6bdff678b93c1cccb2052f40023e2cc72f20a1d4ea4b5c64ce3fdc1,0x05dc3e9ad50624181fd939a7d75413e9a342ded819a1eb1b85936accab27d827
groth16,100,3,2109494,445503,149677,235758,427.768100,286631,412.116500,321807,459.759500,69626,26.433500,0x1edec1c0f6bdff678b93c1cccb2052f40023e2cc72f20a1d4ea4b5c64ce3fdc1,0x176652dc3ce4147ab2f47c61507e6b759db54e9dde4baa7eccc2162a2ca8a34c
groth16,100,4,2109494,445503,149677,235758,440.735600,286631,410.534600,321807,392.524400,69626,16.188600,0x1edec1c0f6bdff678b93c1cccb2052f40023e2cc72f20a1d4ea4b5c64ce3fdc1,0x0b5abcd44c146dbe50e1147ef3fc1ac2930c483c1f60998778fe88f698bd6204
groth16,100,5,2109494,445503,149677,235758,386.658200,286631,402.118900,321807,459.451100,69626,19.879300,0x1edec1c0f6bdff678b93c1cccb2052f40023e2cc72f20a1d4ea4b5c64ce3fdc1,0x1cc67803a142b57f1233b2fcf72bfe19e155a1255f71067f2c72da5c3174db9c
groth16,100,6,2109494,445503,149677,235758,431.411300,286631,402.885500,321807,426.773500,69626,17.567100,0x1edec1c0f6bdff678b93c1cccb2052f40023e2cc72f20a1d4ea4b5c64ce3fdc1,0x06e5a8fd2ff4a488397c2133c239990161d1658d27833ac9af3c79c4248a560a
groth16,100,7,2109494,445503,149677,235770,457.571700,286643,549.396900,321819,529.953900,69626,18.978900,0x1edec1c0f6bdff678b93c1cccb2052f40023e2cc72f20a1d4ea4b5c64ce3fdc1,0x1d865a40a947bfda2b4d2ee0e7973ea69803abaf2d8ac553c77913927a7be2ec
groth16,100,8,2109494,445503,149677,235758,498.913600,286631,506.386000,321807,571.529200,69626,19.403500,0x1edec1c0f6bdff678b93c1cccb2052f40023e2cc72f20a1d4ea4b5c64ce3fdc1,0x0f277b7ca6045be4297f938f08ae5d032465a0862cacc4e7f3a93210fa4f9b54
groth16,100,9,2109494,445503,149677,235734,433.504000,286595,401.511600,321771,403.380900,69626,15.680600,0x1edec1c0f6bdff678b93c1cccb2052f40023e2cc72f20a1d4ea4b5c64ce3fdc1,0x1469e2fcd9cce5d2e03ad3e699911eba343797200e927e70786613aabbd13db3
