thi_nghiem,run_id,iteration,warmup,d,k,mechanism,n,student_index,deploy_pool_gas,deploy_verifier_gas,update_root_gas,verify_gas,verify_onchain_ms,withdraw_gas,withdraw_ms,verify_record_gas,verify_record_ms,settle_gas,settle_ms,root,nullifier
theo_n,13,1,true,9,13,onchain,1,0,1979758,4554511,73114,532346,933.018000,582735,688.340300,615727,673.277600,69626,29.130400,0x21a6746f7d51b1c90594131f4a66f0d2c368cf5e8a46948bfa5dfdc723aef09a,0x17e23b6e413dea3d0c98abb523d382c429be8ecdc0dcd886e5a3b391759c7221
theo_n,13,2,true,9,13,onchain,1,0,1979758,4554511,73114,532346,552.011600,582735,568.740800,615727,592.382700,69626,29.563200,0x21a6746f7d51b1c90594131f4a66f0d2c368cf5e8a46948bfa5dfdc723aef09a,0x17e23b6e413dea3d0c98abb523d382c429be8ecdc0dcd886e5a3b391759c7221
theo_n,13,3,true,9,13,onchain,1,0,1979758,4554511,73114,532346,543.539100,582735,608.056200,615727,595.463800,69626,25.116200,0x21a6746f7d51b1c90594131f4a66f0d2c368cf5e8a46948bfa5dfdc723aef09a,0x17e23b6e413dea3d0c98abb523d382c429be8ecdc0dcd886e5a3b391759c7221
theo_n,13,4,false,9,13,onchain,1,0,1979758,4554511,73114,532346,576.122200,582735,562.179900,615727,620.243400,69626,19.391600,0x21a6746f7d51b1c90594131f4a66f0d2c368cf5e8a46948bfa5dfdc723aef09a,0x17e23b6e413dea3d0c98abb523d382c429be8ecdc0dcd886e5a3b391759c7221
