thi_nghiem,mechanism,cau_hinh,n,d,k,metric,cach_dem,R,N,mean,sd,min,max,don_vi,nguon
theo_n,onchain,n10,10,9,13,deploy_pool_gas,moi_luot,20,20,1979758,0,1979758,1979758,gas,lap20
theo_n,onchain,n10,10,9,13,deploy_verifier_gas,moi_luot,20,20,4554511,0,4554511,4554511,gas,lap20
theo_n,onchain,n10,10,9,13,update_root_gas,moi_luot,20,20,80068,0,80068,80068,gas,lap20
theo_n,onchain,n10,10,9,13,verify_gas,moi_lan_do,20,200,532276.76,55.111968,532130,532418,gas,lap20
theo_n,onchain,n10,10,9,13,verify_onchain_ms,moi_lan_do,20,200,588.207847,60.852063,516.6998,984.0771,ms,lap20
theo_n,onchain,n10,10,9,13,withdraw_gas,moi_lan_do,20,200,582651.36,55.676293,582495,582795,gas,lap20
theo_n,onchain,n10,10,9,13,withdraw_ms,moi_lan_do,20,200,616.2863,61.75619,517.9527,909.9949,ms,lap20
theo_n,onchain,n10,10,9,13,verify_record_gas,moi_lan_do,20,200,615643.36,55.676293,615487,615787,gas,lap20
theo_n,onchain,n10,10,9,13,verify_record_ms,moi_lan_do,20,200,626.802292,58.597217,524.9702,929.9289,ms,lap20
theo_n,onchain,n10,10,9,13,settle_gas,moi_luot,20,20,69626,0,69626,69626,gas,lap20
theo_n,onchain,n10,10,9,13,settle_ms,moi_lan_do,20,200,26.9097,10.573582,16.2428,107.9343,ms,lap20
theo_n,onchain,n10,10,9,13,witness_ms,moi_lan_do,20,200,58.290773,13.270219,32.1022,91.7017,ms,lap20
theo_n,onchain,n10,10,9,13,setup_ms,moi_luot,20,20,1598.55388,122.247416,1446.597,1888.6277,ms,lap20
theo_n,onchain,n10,10,9,13,prove_ms,moi_lan_do,20,200,1170.961049,83.844487,947.465,1532.1391,ms,lap20
theo_n,onchain,n10,10,9,13,proof_generation_ms,moi_lan_do,20,200,1229.251822,91.635516,985.3146,1604.3692,ms,lap20
theo_n,onchain,n10,10,9,13,verify_native_ms,moi_lan_do,20,200,6.323185,0.848439,4.3876,9.054,ms,lap20
theo_n,onchain,n10,10,9,13,proof_bytes,moi_luot,20,20,4224,0,4224,4224,B,lap20
theo_n,onchain,n10,10,9,13,calldata_bytes,moi_luot,20,20,4352,0,4352,4352,B,lap20
theo_n,onchain,n10,10,9,13,tach_gas,moi_lan_do,20,200,685269.36,55.676293,685113,685413,gas,lap20
