thi_nghiem,run_id,iteration,warmup,d,k,mechanism,n,student_index,deploy_pool_gas,deploy_verifier_gas,update_root_gas,verify_gas,verify_onchain_ms,withdraw_gas,withdraw_ms,verify_record_gas,verify_record_ms,settle_gas,settle_ms,root,nullifier
theo_d,17,1,true,7,13,onchain,128,0,1979758,3917103,171255,460986,766.090400,511218,718.754600,544210,540.392600,69626,34.229400,0x02701d3a77a05067f4c4d88c37fbe433e2908287208f1b5675d3f632573ae09e,0x0908cbf85e088d680fbd39fdb24b3cc3dd4a43f6c03cd816e06f24aad0ed40c9
theo_d,17,2,true,7,13,onchain,128,1,1979758,3917103,171255,460890,517.481600,511110,544.226800,544102,597.707800,69626,25.526000,0x02701d3a77a05067f4c4d88c37fbe433e2908287208f1b5675d3f632573ae09e,0x067e06c893d9a0e4d6fd53a0046674c8f20bf84f7b70811bf473ffa211d8c6bd
theo_d,17,3,true,7,13,onchain,128,2,1979758,3917103,171255,461022,538.598400,511254,514.999900,544246,543.546800,69626,27.207900,0x02701d3a77a05067f4c4d88c37fbe433e2908287208f1b5675d3f632573ae09e,0x0b8fe57083cdcc700c57fbcf6933cb725896572c6ab544b6f4d8e1c6ab38f07b
theo_d,17,4,false,7,13,onchain,128,0,1979758,3917103,171255,460986,513.901300,511218,631.819100,544210,547.948700,69626,54.983800,0x02701d3a77a05067f4c4d88c37fbe433e2908287208f1b5675d3f632573ae09e,0x0908cbf85e088d680fbd39fdb24b3cc3dd4a43f6c03cd816e06f24aad0ed40c9
theo_d,17,5,false,7,13,onchain,128,1,1979758,3917103,171255,460890,578.281300,511110,653.444000,544102,631.188600,69626,29.303000,0x02701d3a77a05067f4c4d88c37fbe433e2908287208f1b5675d3f632573ae09e,0x067e06c893d9a0e4d6fd53a0046674c8f20bf84f7b70811bf473ffa211d8c6bd
theo_d,17,6,false,7,13,onchain,128,2,1979758,3917103,171255,461022,506.702400,511254,565.987300,544246,547.809800,69626,29.793900,0x02701d3a77a05067f4c4d88c37fbe433e2908287208f1b5675d3f632573ae09e,0x0b8fe57083cdcc700c57fbcf6933cb725896572c6ab544b6f4d8e1c6ab38f07b
theo_d,17,7,false,7,13,onchain,128,3,1979758,3917103,171255,460938,491.132200,511170,616.531600,544162,535.083400,69626,30.151100,0x02701d3a77a05067f4c4d88c37fbe433e2908287208f1b5675d3f632573ae09e,0x107c70d191e489c806456c18cf98e286488b248a7e2ac57b6576b30dfade8db2
theo_d,17,8,false,7,13,onchain,128,4,1979758,3917103,171255,461010,508.100100,511242,611.919300,544234,524.026800,69626,44.186900,0x02701d3a77a05067f4c4d88c37fbe433e2908287208f1b5675d3f632573ae09e,0x0a311bfe27c095e9b61eb94f9bfdc9d5e247dfd2f96271cff3d32612a2e7339a
theo_d,17,9,false,7,13,onchain,128,5,1979758,3917103,171255,460962,486.486300,511194,596.582400,544186,474.207300,69626,25.450600,0x02701d3a77a05067f4c4d88c37fbe433e2908287208f1b5675d3f632573ae09e,0x18b6e24c33265e51a6ebce655f0c7d8cc56a336e228450d97e77a9ef874404bc
theo_d,17,10,false,7,13,onchain,128,6,1979758,3917103,171255,461022,473.833100,511254,555.237800,544246,602.061900,69626,24.002000,0x02701d3a77a05067f4c4d88c37fbe433e2908287208f1b5675d3f632573ae09e,0x178454ab459643088f4034d21806282a31eacc6d694df8a91a76f6cadc1e4e05
theo_d,17,11,false,7,13,onchain,128,7,1979758,3917103,171255,461022,536.158800,511254,590.946000,544246,492.797500,69626,21.193400,0x02701d3a77a05067f4c4d88c37fbe433e2908287208f1b5675d3f632573ae09e,0x156330b35df029b9ac8c5cf74cf1978f087f063d91916404df8a0984916950ac
theo_d,17,12,false,7,13,onchain,128,8,1979758,3917103,171255,461010,453.948900,511230,573.319200,544222,527.765400,69614,34.077600,0x02701d3a77a05067f4c4d88c37fbe433e2908287208f1b5675d3f632573ae09e,0x15bf766aa145bc49955f4b440b0070cdb1823fdb1a4942a856ae7a53dd251a8a
theo_d,17,13,false,7,13,onchain,128,9,1979758,3917103,171255,460890,508.653600,511110,505.616900,544102,490.978400,69626,26.435700,0x02701d3a77a05067f4c4d88c37fbe433e2908287208f1b5675d3f632573ae09e,0x145e23340ae3a5c2a8a430e0bd8150939cf9d3336c5a111f39801cc2a9171cea
theo_d,17,14,false,7,13,onchain,128,10,1979758,3917103,171255,460914,499.260900,511146,512.522000,544138,513.606100,69626,20.310000,0x02701d3a77a05067f4c4d88c37fbe433e2908287208f1b5675d3f632573ae09e,0x19d8b479a4eb2ed56fc544f5f258c142afbc9733ce11579245b90f6471cc5aa2
theo_d,17,15,false,7,13,onchain,128,11,1979758,3917103,171255,460962,519.122400,511194,598.729100,544186,506.496000,69626,30.188400,0x02701d3a77a05067f4c4d88c37fbe433e2908287208f1b5675d3f632573ae09e,0x17115cce247ab17833ce4f971544dcf98cba44f30ac3caa2b60573600696808c
theo_d,17,16,false,7,13,onchain,128,12,1979758,3917103,171255,460986,499.816500,511218,537.891000,544210,506.446900,69626,27.525900,0x02701d3a77a05067f4c4d88c37fbe433e2908287208f1b5675d3f632573ae09e,0x12f7111f7f65e737c4608f3f8cffc3dea6a29e14af7ddcba52cac254304ecd23
