run_id,metric,N,mean
1,deploy_pool_gas,32,1979758
1,deploy_verifier_gas,32,4869633
1,update_root_gas,32,97074
1,verify_gas,32,567967.625
1,verify_onchain_ms,32,700.27465
1,withdraw_gas,32,618452.75
1,withdraw_ms,32,735.052641
1,verify_record_gas,32,651444.75
1,verify_record_ms,32,731.850087
1,settle_gas,32,69625.25
1,settle_ms,32,30.414678
1,witness_ms,32,57.097119
1,setup_ms,32,1098.0878
1,prove_ms,32,1013.200203
1,proof_generation_ms,32,1070.297322
1,verify_native_ms,32,6.829994
1,proof_bytes,32,4640
1,calldata_bytes,32,4768
1,tach_gas,32,721070
2,deploy_pool_gas,32,1979758
2,deploy_verifier_gas,32,4869633
2,update_root_gas,32,97074
2,verify_gas,32,567964.25
2,verify_onchain_ms,32,685.383734
2,withdraw_gas,32,618449.375
2,withdraw_ms,32,722.355309
2,verify_record_gas,32,651441.375
2,verify_record_ms,32,748.3266
2,settle_gas,32,69625.25
2,settle_ms,32,28.309491
2,witness_ms,32,43.047941
2,setup_ms,32,936.4104
2,prove_ms,32,989.492428
2,proof_generation_ms,32,1032.540369
2,verify_native_ms,32,6.378481
2,proof_bytes,32,4640
2,calldata_bytes,32,4768
2,tach_gas,32,721066.625
3,deploy_pool_gas,32,1979758
3,deploy_verifier_gas,32,4869633
3,update_root_gas,32,97074
3,verify_gas,32,567951.875
3,verify_onchain_ms,32,625.976028
3,withdraw_gas,32,618437
3,withdraw_ms,32,680.155625
3,verify_record_gas,32,651429
3,verify_record_ms,32,685.594588
3,settle_gas,32,69625.25
3,settle_ms,32,30.049294
3,witness_ms,32,56.487866
3,setup_ms,32,1029.508
3,prove_ms,32,1008.310794
3,proof_generation_ms,32,1064.798659
3,verify_native_ms,32,6.770303
3,proof_bytes,32,4640
3,calldata_bytes,32,4768
3,tach_gas,32,721054.25
4,deploy_pool_gas,32,1979758
4,deploy_verifier_gas,32,4869633
4,update_root_gas,32,97074
4,verify_gas,32,567984.875
4,verify_onchain_ms,32,665.148197
4,withdraw_gas,32,618470
4,withdraw_ms,32,724.856206
4,verify_record_gas,32,651462
4,verify_record_ms,32,673.904691
4,settle_gas,32,69625.25
4,settle_ms,32,28.695362
4,witness_ms,32,41.991478
4,setup_ms,32,1283.3688
4,prove_ms,32,1268.597431
4,proof_generation_ms,32,1310.588909
4,verify_native_ms,32,7.270278
4,proof_bytes,32,4640
4,calldata_bytes,32,4768
4,tach_gas,32,721087.25
5,deploy_pool_gas,32,1979758
5,deploy_verifier_gas,32,4869633
5,update_root_gas,32,97074
5,verify_gas,32,567977.75
5,verify_onchain_ms,32,677.468972
5,withdraw_gas,32,618462.875
5,withdraw_ms,32,725.450103
5,verify_record_gas,32,651454.875
5,verify_record_ms,32,719.951303
5,settle_gas,32,69625.25
5,settle_ms,32,28.487187
5,witness_ms,32,40.750016
5,setup_ms,32,1208.0694
5,prove_ms,32,1101.412972
5,proof_generation_ms,32,1142.162987
5,verify_native_ms,32,6.753628
5,proof_bytes,32,4640
5,calldata_bytes,32,4768
5,tach_gas,32,721080.125
6,deploy_pool_gas,32,1979758
6,deploy_verifier_gas,32,4869633
6,update_root_gas,32,97074
6,verify_gas,32,567971.75
6,verify_onchain_ms,32,622.747825
6,withdraw_gas,32,618456.875
6,withdraw_ms,32,654.757016
6,verify_record_gas,32,651448.875
6,verify_record_ms,32,654.839222
6,settle_gas,32,69625.25
6,settle_ms,32,26.0096
6,witness_ms,32,38.134109
6,setup_ms,32,1287.4182
6,prove_ms,32,1023.4516
6,proof_generation_ms,32,1061.585709
6,verify_native_ms,32,6.627956
6,proof_bytes,32,4640
6,calldata_bytes,32,4768
6,tach_gas,32,721074.125
7,deploy_pool_gas,32,1979758
7,deploy_verifier_gas,32,4869633
7,update_root_gas,32,97074
7,verify_gas,32,567983
7,verify_onchain_ms,32,659.154906
7,withdraw_gas,32,618468.125
7,withdraw_ms,32,693.510528
7,verify_record_gas,32,651460.125
7,verify_record_ms,32,712.50115
7,settle_gas,32,69625.25
7,settle_ms,32,28.131659
7,witness_ms,32,53.714575
7,setup_ms,32,1002.583
7,prove_ms,32,990.775406
7,proof_generation_ms,32,1044.489981
7,verify_native_ms,32,6.500944
7,proof_bytes,32,4640
7,calldata_bytes,32,4768
7,tach_gas,32,721085.375
8,deploy_pool_gas,32,1979758
8,deploy_verifier_gas,32,4869633
8,update_root_gas,32,97074
8,verify_gas,32,567960.5
8,verify_onchain_ms,32,652.74725
8,withdraw_gas,32,618445.625
8,withdraw_ms,32,684.035091
8,verify_record_gas,32,651437.625
