thi_nghiem,mechanism,cau_hinh,n,d,k,metric,cach_dem,R,N,mean,sd,min,max,don_vi,nguon
theo_n,offchain,n1,1,9,9,deploy_pool_gas,moi_luot,20,20,968565,0,968565,968565,gas,lap20
theo_n,offchain,n1,1,9,9,update_root_gas,moi_luot,20,20,73092,0,73092,73092,gas,lap20
theo_n,offchain,n1,1,9,9,withdraw_gas,moi_luot,20,20,64667,0,64667,64667,gas,lap20
theo_n,offchain,n1,1,9,9,withdraw_ms,moi_luot,20,20,41.700925,26.105122,26.8597,148.4188,ms,lap20
theo_n,offchain,n1,1,9,9,witness_ms,moi_luot,20,20,1.113065,0.094844,0.8248,1.2475,ms,lap20
theo_n,offchain,n1,1,9,9,setup_ms,moi_luot,20,20,103.07056,6.701685,92.4673,121.8061,ms,lap20
theo_n,offchain,n1,1,9,9,prove_ms,moi_luot,20,20,197.705775,15.926901,142.2356,216.8071,ms,lap20
theo_n,offchain,n1,1,9,9,proof_generation_ms,moi_luot,20,20,198.81884,16.004722,143.0604,217.9153,ms,lap20
theo_n,offchain,n1,1,9,9,verify_native_ms,moi_luot,20,20,6.980385,0.736987,4.7329,8.6852,ms,lap20
theo_n,offchain,n1,1,9,9,proof_bytes,moi_luot,20,20,3104,0,3104,3104,B,lap20
