run_id,metric,N,mean
1,deploy_pool_gas,100,1979758
1,deploy_verifier_gas,100,4554511
1,update_root_gas,100,149689
1,verify_gas,100,532290.08
1,verify_onchain_ms,100,598.371969
1,withdraw_gas,100,582676.2
1,withdraw_ms,100,635.280587
1,verify_record_gas,100,615668.2
1,verify_record_ms,100,628.918653
1,settle_gas,100,69623.84
1,settle_ms,100,26.580948
1,witness_ms,100,64.30679
1,setup_ms,100,1453.6626
1,prove_ms,100,1191.135957
1,proof_generation_ms,100,1255.442747
1,verify_native_ms,100,6.448703
1,proof_bytes,100,4224
1,calldata_bytes,100,4352
1,tach_gas,100,685292.04
2,deploy_pool_gas,100,1979758
2,deploy_verifier_gas,100,4554511
2,update_root_gas,100,149689
2,verify_gas,100,532288.28
2,verify_onchain_ms,100,580.578461
2,withdraw_gas,100,582674.4
2,withdraw_ms,100,621.134111
2,verify_record_gas,100,615666.4
2,verify_record_ms,100,625.295252
2,settle_gas,100,69623.84
2,settle_ms,100,27.671182
2,witness_ms,100,58.085631
2,setup_ms,100,1314.0229
2,prove_ms,100,1152.029599
2,proof_generation_ms,100,1210.11523
2,verify_native_ms,100,6.219872
2,proof_bytes,100,4224
2,calldata_bytes,100,4352
2,tach_gas,100,685290.24
3,deploy_pool_gas,100,1979758
3,deploy_verifier_gas,100,4554511
3,update_root_gas,100,149689
3,verify_gas,100,532282.76
3,verify_onchain_ms,100,581.741981
3,withdraw_gas,100,582668.88
3,withdraw_ms,100,620.011881
3,verify_record_gas,100,615660.88
3,verify_record_ms,100,625.533623
3,settle_gas,100,69623.84
3,settle_ms,100,27.429848
3,witness_ms,100,60.03473
3,setup_ms,100,1348.9749
3,prove_ms,100,1174.345593
3,proof_generation_ms,100,1234.380323
3,verify_native_ms,100,6.498716
3,proof_bytes,100,4224
3,calldata_bytes,100,4352
3,tach_gas,100,685284.72
4,deploy_pool_gas,100,1979758
4,deploy_verifier_gas,100,4554511
4,update_root_gas,100,149689
4,verify_gas,100,532292.6
4,verify_onchain_ms,100,584.573136
4,withdraw_gas,100,582678.72
4,withdraw_ms,100,614.591096
4,verify_record_gas,100,615670.72
4,verify_record_ms,100,628.475313
4,settle_gas,100,69623.84
4,settle_ms,100,28.321504
4,witness_ms,100,56.345233
4,setup_ms,100,1352.5427
4,prove_ms,100,1131.32202
4,proof_generation_ms,100,1187.667253
4,verify_native_ms,100,6.484043
4,proof_bytes,100,4224
4,calldata_bytes,100,4352
4,tach_gas,100,685294.56
5,deploy_pool_gas,100,1979758
5,deploy_verifier_gas,100,4554511
5,update_root_gas,100,149689
5,verify_gas,100,532282.76
5,verify_onchain_ms,100,585.102894
5,withdraw_gas,100,582668.88
5,withdraw_ms,100,620.985384
5,verify_record_gas,100,615660.88
5,verify_record_ms,100,629.010997
5,settle_gas,100,69623.84
5,settle_ms,100,30.27831
5,witness_ms,100,57.590133
5,setup_ms,100,1353.8165
5,prove_ms,100,1143.50467
5,proof_generation_ms,100,1201.094803
5,verify_native_ms,100,6.269502
5,proof_bytes,100,4224
