thi_nghiem,run_id,iteration,warmup,d,k,mechanism,n,student_index,deploy_pool_gas,deploy_verifier_gas,update_root_gas,verify_gas,verify_onchain_ms,withdraw_gas,withdraw_ms,root,nullifier
theo_n,11,1,true,9,9,offchain,100,0,968565,,149571,,,64667,35.190300,0x20389e0695ba10852061fe6a14865835047c1d17719c14aab83b1ecdb71814ee,0x256c0db357b8eaa4a8fb7783a756bee3ca258df54d468f4e7444efeb70a17b38
theo_n,11,2,true,9,9,offchain,100,1,968565,,149571,,,64655,32.234000,0x20389e0695ba10852061fe6a14865835047c1d17719c14aab83b1ecdb71814ee,0x0444ec50ad59ae4d814d885b6d692c796a9cfbd1e2cdd91bce502b9d61ecc47e
theo_n,11,3,true,9,9,offchain,100,2,968565,,149571,,,64667,33.941200,0x20389e0695ba10852061fe6a14865835047c1d17719c14aab83b1ecdb71814ee,0x3e3b9c7f3520022e1a51cb438a5ed7b816a14df84fb8857d3b4b3787aac2909a
theo_n,11,4,false,9,9,offchain,100,0,968565,,149571,,,64667,31.308400,0x20389e0695ba10852061fe6a14865835047c1d17719c14aab83b1ecdb71814ee,0x256c0db357b8eaa4a8fb7783a756bee3ca258df54d468f4e7444efeb70a17b38
theo_n,11,5,false,9,9,offchain,100,1,968565,,149571,,,64655,27.284700,0x20389e0695ba10852061fe6a14865835047c1d17719c14aab83b1ecdb71814ee,0x0444ec50ad59ae4d814d885b6d692c796a9cfbd1e2cdd91bce502b9d61ecc47e
theo_n,11,6,false,9,9,offchain,100,2,968565,,149571,,,64667,36.380600,0x20389e0695ba10852061fe6a14865835047c1d17719c14aab83b1ecdb71814ee,0x3e3b9c7f3520022e1a51cb438a5ed7b816a14df84fb8857d3b4b3787aac2909a
theo_n,11,7,false,9,9,offchain,100,3,968565,,149571,,,64655,26.093900,0x20389e0695ba10852061fe6a14865835047c1d17719c14aab83b1ecdb71814ee,0x34c900efed61387542aa9a976f50c1e3a4649a6d5639ef8d1ade66333262a62b
theo_n,11,8,false,9,9,offchain,100,4,968565,,149571,,,64667,24.841500,0x20389e0695ba10852061fe6a14865835047c1d17719c14aab83b1ecdb71814ee,0x098ea71e6b70ae0df350c08d578faefd558865c1ae5f166fd4dd68b31c5ceb23
theo_n,11,9,false,9,9,offchain,100,5,968565,,149571,,,64655,30.298100,0x20389e0695ba10852061fe6a14865835047c1d17719c14aab83b1ecdb71814ee,0x39dc2ae46706efb599739de5b12d26364b3600bab319f35b4070fda91bf8fd70
theo_n,11,10,false,9,9,offchain,100,6,968565,,149571,,,64667,27.604900,0x20389e0695ba10852061fe6a14865835047c1d17719c14aab83b1ecdb71814ee,0x08970b9c638db390a2de28927809ba73627020f3355ad73a74a4a88a9e371ffd
theo_n,11,11,false,9,9,offchain,100,7,968565,,149571,,,64667,43.694300,0x20389e0695ba10852061fe6a14865835047c1d17719c14aab83b1ecdb71814ee,0x17d4bc2bacc9d00a4ff5deea2c47ba3645284e25738eb604bcfd1f99b64d17d5
theo_n,11,12,false,9,9,offchain,100,8,968565,,149571,,,64655,31.572800,0x20389e0695ba10852061fe6a14865835047c1d17719c14aab83b1ecdb71814ee,0x025e8ff8bfc5cd9a1067045da747ffee740046c28aedb1271eadbf95d01ebad1
theo_n,11,13,false,9,9,offchain,100,9,968565,,149571,,,64655,24.932400,0x20389e0695ba10852061fe6a14865835047c1d17719c14aab83b1ecdb71814ee,0x1eed13c4a0558798dcedbf382f440862e2e161e72252445851544bf931bc962e
theo_n,11,14,false,9,9,offchain,100,10,968565,,149571,,,64667,28.947100,0x20389e0695ba10852061fe6a14865835047c1d17719c14aab83b1ecdb71814ee,0x02fcf7e0a4de7d6f8d5ed9f613528e45460ccf285e58cb7db53f95f0837bc5a4
theo_n,11,15,false,9,9,offchain,100,11,968565,,149571,,,64667,24.717900,0x20389e0695ba10852061fe6a14865835047c1d17719c14aab83b1ecdb71814ee,0x26e6c50b3128a96175e94d050d57d623c79cc8cca2ce6d048a20165d29c8e1ed
theo_n,11,16,false,9,9,offchain,100,12,968565,,149571,,,64667,28.988500,0x20389e0695ba10852061fe6a14865835047c1d17719c14aab83b1ecdb71814ee,0x30abd1c7c9b102938680ddaaf132b3a12f77da14abe1aa0de9c993d485bc022e
