thi_nghiem,run_id,iteration,warmup,d,k,mechanism,n,student_index,deploy_pool_gas,deploy_verifier_gas,update_root_gas,verify_gas,verify_onchain_ms,withdraw_gas,withdraw_ms,verify_record_gas,verify_record_ms,settle_gas,settle_ms,root,nullifier
theo_n,9,1,true,9,13,onchain,100,0,1979758,4554511,149689,532370,942.382200,582759,609.801500,615751,722.703500,69626,29.794300,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x1c96258a9b2c26cfaed73db9fb1a2eb3d955b55918f079e88ff70e470148c72c
theo_n,9,2,true,9,13,onchain,100,1,1979758,4554511,149689,532322,565.832700,582699,617.947300,615691,694.477700,69626,30.985100,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x05b48cc825368b2b4dd787a2f53879f43db527ad702df8991ee3bf035ff1f5da
theo_n,9,3,true,9,13,onchain,100,2,1979758,4554511,149689,532358,607.556700,582735,720.439900,615727,659.166000,69614,40.523600,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x001185865c5651b90d250625413f765a8e104eb4950db96d263ef9018a27b426
theo_n,9,4,false,9,13,onchain,100,0,1979758,4554511,149689,532370,657.980000,582759,714.344300,615751,595.123900,69626,26.514700,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x1c96258a9b2c26cfaed73db9fb1a2eb3d955b55918f079e88ff70e470148c72c
theo_n,9,5,false,9,13,onchain,100,1,1979758,4554511,149689,532322,608.061700,582699,669.554900,615691,652.585100,69626,22.345400,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x05b48cc825368b2b4dd787a2f53879f43db527ad702df8991ee3bf035ff1f5da
theo_n,9,6,false,9,13,onchain,100,2,1979758,4554511,149689,532358,591.590800,582735,697.631000,615727,750.080500,69614,21.857900,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x001185865c5651b90d250625413f765a8e104eb4950db96d263ef9018a27b426
theo_n,9,7,false,9,13,onchain,100,3,1979758,4554511,149689,532202,549.596200,582591,733.383500,615583,571.427200,69626,29.303100,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x20c37bb559db3a04269a2ec77f23db2b4ab691b2964ab1993528c170ed38eeab
theo_n,9,8,false,9,13,onchain,100,4,1979758,4554511,149689,532262,652.262900,582651,667.413900,615643,691.030100,69626,27.895000,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x1b2d2ad81d95f7b2818c0c32ba21f151b553ef38de8930b4f9d5a805060aaa3d
theo_n,9,9,false,9,13,onchain,100,5,1979758,4554511,149689,532250,670.113700,582639,659.115200,615631,683.474800,69626,24.451800,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x29da0adb0831eafc36f38d567b31d7c24830127c04a24b371029ae5149c63471
theo_n,9,10,false,9,13,onchain,100,6,1979758,4554511,149689,532370,620.694900,582747,727.428900,615739,720.611000,69614,21.852600,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x0c150521c95767799ad61568c931a95a97a6950833fe994ad367a800d031eb16
