thi_nghiem,run_id,iteration,warmup,d,k,mechanism,n,student_index,deploy_pool_gas,deploy_verifier_gas,update_root_gas,verify_gas,verify_onchain_ms,withdraw_gas,withdraw_ms,verify_record_gas,verify_record_ms,settle_gas,settle_ms,root,nullifier
theo_d,3,1,true,4,12,onchain,16,0,1979758,4551392,84700,532250,766.156400,582639,587.837300,615631,635.867200,69626,27.917000,0x17cc1c8756cfeda95ee569ba865749db0b817efb8e616272eb0c3f3608e762e4,0x0908cbf85e088d680fbd39fdb24b3cc3dd4a43f6c03cd816e06f24aad0ed40c9
theo_d,3,2,true,4,12,onchain,16,1,1979758,4551392,84700,532298,653.346200,582675,565.591500,615667,632.358200,69626,21.584600,0x17cc1c8756cfeda95ee569ba865749db0b817efb8e616272eb0c3f3608e762e4,0x067e06c893d9a0e4d6fd53a0046674c8f20bf84f7b70811bf473ffa211d8c6bd
theo_d,3,3,true,4,12,onchain,16,2,1979758,4551392,84700,532310,583.293300,582699,754.029200,615691,687.732700,69626,40.753800,0x17cc1c8756cfeda95ee569ba865749db0b817efb8e616272eb0c3f3608e762e4,0x0b8fe57083cdcc700c57fbcf6933cb725896572c6ab544b6f4d8e1c6ab38f07b
theo_d,3,4,false,4,12,onchain,16,0,1979758,4551392,84700,532250,599.098900,582639,569.799300,615631,674.114600,69626,21.992400,0x17cc1c8756cfeda95ee569ba865749db0b817efb8e616272eb0c3f3608e762e4,0x0908cbf85e088d680fbd39fdb24b3cc3dd4a43f6c03cd816e06f24aad0ed40c9
theo_d,3,5,false,4,12,onchain,16,1,1979758,4551392,84700,532298,679.474200,582675,576.126200,615667,555.922900,69626,23.083000,0x17cc1c8756cfeda95ee569ba865749db0b817efb8e616272eb0c3f3608e762e4,0x067e06c893d9a0e4d6fd53a0046674c8f20bf84f7b70811bf473ffa211d8c6bd
theo_d,3,6,false,4,12,onchain,16,2,1979758,4551392,84700,532310,554.963800,582699,713.580500,615691,636.675600,69626,29.629600,0x17cc1c8756cfeda95ee569ba865749db0b817efb8e616272eb0c3f3608e762e4,0x0b8fe57083cdcc700c57fbcf6933cb725896572c6ab544b6f4d8e1c6ab38f07b
theo_d,3,7,false,4,12,onchain,16,3,1979758,4551392,84700,532286,624.238100,582675,571.365800,615667,666.543500,69626,21.565700,0x17cc1c8756cfeda95ee569ba865749db0b817efb8e616272eb0c3f3608e762e4,0x107c70d191e489c806456c18cf98e286488b248a7e2ac57b6576b30dfade8db2
theo_d,3,8,false,4,12,onchain,16,4,1979758,4551392,84700,532298,638.029400,582687,628.183600,615679,829.518600,69626,25.976700,0x17cc1c8756cfeda95ee569ba865749db0b817efb8e616272eb0c3f3608e762e4,0x0a311bfe27c095e9b61eb94f9bfdc9d5e247dfd2f96271cff3d32612a2e7339a
theo_d,3,9,false,4,12,onchain,16,5,1979758,4551392,84700,532238,589.703600,582627,682.634500,615619,736.795200,69626,32.170900,0x17cc1c8756cfeda95ee569ba865749db0b817efb8e616272eb0c3f3608e762e4,0x18b6e24c33265e51a6ebce655f0c7d8cc56a336e228450d97e77a9ef874404bc
theo_d,3,10,false,4,12,onchain,16,6,1979758,4551392,84700,532274,736.447800,582663,672.566000,615655,708.590000,69626,21.644000,0x17cc1c8756cfeda95ee569ba865749db0b817efb8e616272eb0c3f3608e762e4,0x178454ab459643088f4034d21806282a31eacc6d694df8a91a76f6cadc1e4e05
theo_d,3,11,false,4,12,onchain,16,7,1979758,4551392,84700,532202,621.568200,582591,816.894600,615583,915.542200,69626,29.395000,0x17cc1c8756cfeda95ee569ba865749db0b817efb8e616272eb0c3f3608e762e4,0x156330b35df029b9ac8c5cf74cf1978f087f063d91916404df8a0984916950ac
theo_d,3,12,false,4,12,onchain,16,8,1979758,4551392,84700,532238,667.262100,582615,630.697300,615607,622.732600,69614,37.481900,0x17cc1c8756cfeda95ee569ba865749db0b817efb8e616272eb0c3f3608e762e4,0x15bf766aa145bc49955f4b440b0070cdb1823fdb1a4942a856ae7a53dd251a8a
theo_d,3,13,false,4,12,onchain,16,9,1979758,4551392,84700,532310,590.712700,582687,648.903800,615679,662.148400,69626,28.678900,0x17cc1c8756cfeda95ee569ba865749db0b817efb8e616272eb0c3f3608e762e4,0x145e23340ae3a5c2a8a430e0bd8150939cf9d3336c5a111f39801cc2a9171cea
theo_d,3,14,false,4,12,onchain,16,10,1979758,4551392,84700,532118,557.449000,582507,671.699300,615499,667.766900,69626,37.239600,0x17cc1c8756cfeda95ee569ba865749db0b817efb8e616272eb0c3f3608e762e4,0x19d8b479a4eb2ed56fc544f5f258c142afbc9733ce11579245b90f6471cc5aa2
