thi_nghiem,mechanism,cau_hinh,n,d,k,metric,cach_dem,R,N,mean,sd,min,max,don_vi,nguon
theo_n,offchain,n500,500,9,9,deploy_pool_gas,moi_luot,20,20,968565,0,968565,968565,gas,lap20
theo_n,offchain,n500,500,9,9,update_root_gas,moi_luot,20,20,459074,0,459074,459074,gas,lap20
theo_n,offchain,n500,500,9,9,withdraw_gas,moi_lan_do,20,10000,64664.816,4.989653,64643,64667,gas,lap20
theo_n,offchain,n500,500,9,9,withdraw_ms,moi_lan_do,20,10000,34.161624,12.167135,18.2799,370.5869,ms,lap20
theo_n,offchain,n500,500,9,9,witness_ms,moi_lan_do,20,10000,1.284487,0.362383,0.748,5.2854,ms,lap20
theo_n,offchain,n500,500,9,9,setup_ms,moi_luot,20,20,97.810395,4.248444,88.3511,107.7574,ms,lap20
theo_n,offchain,n500,500,9,9,prove_ms,moi_lan_do,20,10000,207.809307,26.50055,135.6054,584.9789,ms,lap20
theo_n,offchain,n500,500,9,9,proof_generation_ms,moi_lan_do,20,10000,209.093795,26.667824,136.3586,586.6597,ms,lap20
theo_n,offchain,n500,500,9,9,verify_native_ms,moi_lan_do,20,10000,7.888257,1.860903,4.5145,67.6075,ms,lap20
theo_n,offchain,n500,500,9,9,proof_bytes,moi_luot,20,20,3104,0,3104,3104,B,lap20
