thi_nghiem,mechanism,cau_hinh,n,d,k,metric,cach_dem,R,N,mean,sd,min,max,don_vi,nguon
theo_d,offchain,d7,128,7,9,deploy_pool_gas,moi_luot,20,20,968565,0,968565,968565,gas,lap20
theo_d,offchain,d7,128,7,9,update_root_gas,moi_luot,20,20,171221,0,171221,171221,gas,lap20
theo_d,offchain,d7,128,7,9,withdraw_gas,moi_lan_do,20,2560,64664.5625,5.483643,64643,64667,gas,lap20
theo_d,offchain,d7,128,7,9,withdraw_ms,moi_lan_do,20,2560,32.764617,12.423025,17.9718,180.6102,ms,lap20
theo_d,offchain,d7,128,7,9,witness_ms,moi_lan_do,20,2560,1.132804,0.317352,0.7391,3.4383,ms,lap20
theo_d,offchain,d7,128,7,9,setup_ms,moi_luot,20,20,106.106515,10.000165,96.7711,131.01,ms,lap20
theo_d,offchain,d7,128,7,9,prove_ms,moi_lan_do,20,2560,212.847144,42.64526,166.4399,1462.935,ms,lap20
theo_d,offchain,d7,128,7,9,proof_generation_ms,moi_lan_do,20,2560,213.979948,42.736083,167.2798,1464.0345,ms,lap20
theo_d,offchain,d7,128,7,9,verify_native_ms,moi_lan_do,20,2560,8.437159,1.872494,5.711,34.8858,ms,lap20
theo_d,offchain,d7,128,7,9,proof_bytes,moi_luot,20,20,3104,0,3104,3104,B,lap20
