branch,run_at,git_commit,chain_id,total_students,student_index,student_id,wallet_address,ganache_account_index,clean,exposed_name_count,exposed_value_count,exposed_names,encodings_checked,encodings_skipped
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,500,17,24560017,0xdD2FD4581271e230360230F9337D5c0430Bf44C0,18,true,0,0,(khong),16,2
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,500,18,24560018,0x8626f6940E2eb28930eFb4CeF49B2d1F2C9C1199,19,true,0,0,(khong),16,2
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,500,19,24560019,0x09DB0a93B389bEF724429898f539AEB7ac2Dd55f,20,true,0,0,(khong),16,2
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,500,20,24560020,0x02484cb50AAC86Eae85610D6f4Bf026f30f6627D,21,true,0,0,(khong),16,2
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,500,21,24560021,0x08135Da0A343E492FA2d4282F2AE34c6c5CC1BbE,22,true,0,0,(khong),16,2
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,500,22,24560022,0x5E661B79FE2D3F6cE70F5AAC07d8Cd9abb2743F1,23,true,0,0,(khong),16,2
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,500,23,24560023,0x61097BA76cD906d2ba4FD106E757f7Eb455fc295,24,true,0,0,(khong),16,2
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,500,24,24560024,0xDf37F81dAAD2b0327A0A50003740e1C935C70913,25,true,0,0,(khong),16,2
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,500,25,24560025,0x553BC17A05702530097c3677091C5BB47a3a7931,26,true,0,0,(khong),16,2
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,500,26,24560026,0x87BdCE72c06C21cd96219BD8521bDF1F42C78b5e,27,true,0,0,(khong),16,2
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,500,27,24560027,0x40Fc963A729c542424cD800349a7E4Ecc4896624,28,true,0,0,(khong),16,2
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,500,28,24560028,0x9DCCe783B6464611f38631e6C851bf441907c710,29,true,0,0,(khong),16,2
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,500,29,24560029,0x1BcB8e569EedAb4668e55145Cfeaf190902d3CF2,30,true,0,0,(khong),16,2
