run_id,metric,N,mean
1,deploy_pool_gas,2,1979758
1,deploy_verifier_gas,2,4548152
1,update_root_gas,2,73876
1,verify_gas,2,532165
1,verify_onchain_ms,2,613.23595
1,withdraw_gas,2,582548
1,withdraw_ms,2,730.84885
1,verify_record_gas,2,615540
1,verify_record_ms,2,755.1467
1,settle_gas,2,69626
1,settle_ms,2,35.8044
1,witness_ms,2,34.57305
1,setup_ms,2,421.5395
1,prove_ms,2,558.58515
1,proof_generation_ms,2,593.1582
1,verify_native_ms,2,6.18495
1,proof_bytes,2,4224
1,calldata_bytes,2,4352
1,tach_gas,2,685166
2,deploy_pool_gas,2,1979758
2,deploy_verifier_gas,2,4548152
2,update_root_gas,2,73876
2,verify_gas,2,532135
2,verify_onchain_ms,2,631.7882
2,withdraw_gas,2,582518
2,withdraw_ms,2,633.6923
2,verify_record_gas,2,615510
2,verify_record_ms,2,630.6911
2,settle_gas,2,69626
2,settle_ms,2,28.834
2,witness_ms,2,35.85835
2,setup_ms,2,445.0059
2,prove_ms,2,583.8222
2,proof_generation_ms,2,619.68055
2,verify_native_ms,2,6.9414
2,proof_bytes,2,4224
2,calldata_bytes,2,4352
2,tach_gas,2,685136
3,deploy_pool_gas,2,1979758
3,deploy_verifier_gas,2,4548152
3,update_root_gas,2,73876
3,verify_gas,2,532201
3,verify_onchain_ms,2,600.73285
3,withdraw_gas,2,582584
3,withdraw_ms,2,675.5406
3,verify_record_gas,2,615576
3,verify_record_ms,2,692.6224
3,settle_gas,2,69626
3,settle_ms,2,30.0024
3,witness_ms,2,32.62535
3,setup_ms,2,430.4164
3,prove_ms,2,557.9139
3,proof_generation_ms,2,590.53925
3,verify_native_ms,2,6.6848
3,proof_bytes,2,4224
3,calldata_bytes,2,4352
3,tach_gas,2,685202
4,deploy_pool_gas,2,1979758
4,deploy_verifier_gas,2,4548152
4,update_root_gas,2,73876
4,verify_gas,2,532213
4,verify_onchain_ms,2,614.4436
4,withdraw_gas,2,582596
4,withdraw_ms,2,692.4191
4,verify_record_gas,2,615588
4,verify_record_ms,2,621.48765
4,settle_gas,2,69626
4,settle_ms,2,24.22085
4,witness_ms,2,34.31095
4,setup_ms,2,672.5297
4,prove_ms,2,572.49205
4,proof_generation_ms,2,606.803
4,verify_native_ms,2,6.17095
4,proof_bytes,2,4224
4,calldata_bytes,2,4352
4,tach_gas,2,685214
5,deploy_pool_gas,2,1979758
5,deploy_verifier_gas,2,4548152
5,update_root_gas,2,73876
5,verify_gas,2,532177
5,verify_onchain_ms,2,649.2121
5,withdraw_gas,2,582560
5,withdraw_ms,2,655.29315
5,verify_record_gas,2,615552
5,verify_record_ms,2,643.4517
5,settle_gas,2,69626
5,settle_ms,2,33.93895
5,witness_ms,2,32.5927
5,setup_ms,2,547.3073
5,prove_ms,2,589.9975
5,proof_generation_ms,2,622.5902
5,verify_native_ms,2,6.26715
5,proof_bytes,2,4224
5,calldata_bytes,2,4352
5,tach_gas,2,685178
6,deploy_pool_gas,2,1979758
6,deploy_verifier_gas,2,4548152
6,update_root_gas,2,73876
6,verify_gas,2,532213
6,verify_onchain_ms,2,568.59715
6,withdraw_gas,2,582596
6,withdraw_ms,2,622.86925
6,verify_record_gas,2,615588
6,verify_record_ms,2,633.67495
6,settle_gas,2,69626
6,settle_ms,2,24.5836
6,witness_ms,2,34.10155
6,setup_ms,2,453.8068
6,prove_ms,2,595.2122
6,proof_generation_ms,2,629.31375
6,verify_native_ms,2,7.3475
6,proof_bytes,2,4224
6,calldata_bytes,2,4352
6,tach_gas,2,685214
7,deploy_pool_gas,2,1979758
7,deploy_verifier_gas,2,4548152
7,update_root_gas,2,73876
7,verify_gas,2,532267
7,verify_onchain_ms,2,627.3208
7,withdraw_gas,2,582650
7,withdraw_ms,2,632.2786
7,verify_record_gas,2,615642
7,verify_record_ms,2,639.47145
7,settle_gas,2,69626
7,settle_ms,2,37.5694
7,witness_ms,2,32.81665
7,setup_ms,2,475.5114
7,prove_ms,2,556.5855
7,proof_generation_ms,2,589.40215
7,verify_native_ms,2,6.45475
7,proof_bytes,2,4224
7,calldata_bytes,2,4352
7,tach_gas,2,685268
8,deploy_pool_gas,2,1979758
8,deploy_verifier_gas,2,4548152
8,update_root_gas,2,73876
8,verify_gas,2,532177
8,verify_onchain_ms,2,624.1274
8,withdraw_gas,2,582560
8,withdraw_ms,2,698.79205
8,verify_record_gas,2,615552
8,verify_record_ms,2,667.15125
8,settle_gas,2,69626
8,settle_ms,2,38.73955
8,witness_ms,2,36.69695
8,setup_ms,2,430.8983
8,prove_ms,2,620.15535
8,proof_generation_ms,2,656.8523
8,verify_native_ms,2,7.6038
8,proof_bytes,2,4224
8,calldata_bytes,2,4352
8,tach_gas,2,685178
9,deploy_pool_gas,2,1979758
9,deploy_verifier_gas,2,4548152
9,update_root_gas,2,73876
9,verify_gas,2,532231
9,verify_onchain_ms,2,594.2261
9,withdraw_gas,2,582614
9,withdraw_ms,2,680.7246
9,verify_record_gas,2,615606
9,verify_record_ms,2,679.00875
9,settle_gas,2,69626
9,settle_ms,2,25.89325
9,witness_ms,2,35.4038
9,setup_ms,2,429.1804
9,prove_ms,2,680.2831
9,proof_generation_ms,2,715.6869
9,verify_native_ms,2,6.90585
9,proof_bytes,2,4224
9,calldata_bytes,2,4352
9,tach_gas,2,685232
10,deploy_pool_gas,2,1979758
10,deploy_verifier_gas,2,4548152
10,update_root_gas,2,73876
10,verify_gas,2,532183
10,verify_onchain_ms,2,630.31455
10,withdraw_gas,2,582566
10,withdraw_ms,2,632.0569
10,verify_record_gas,2,615558
10,verify_record_ms,2,633.6251
10,settle_gas,2,69626
10,settle_ms,2,18.83485
10,witness_ms,2,37.00495
10,setup_ms,2,523.9136
10,prove_ms,2,696.3646
10,proof_generation_ms,2,733.36955
10,verify_native_ms,2,7.4684
10,proof_bytes,2,4224
10,calldata_bytes,2,4352
10,tach_gas,2,685184
11,deploy_pool_gas,2,1979758
11,deploy_verifier_gas,2,4548152
11,update_root_gas,2,73876
11,verify_gas,2,532231
11,verify_onchain_ms,2,900.1422
11,withdraw_gas,2,582614
11,withdraw_ms,2,906.89085
11,verify_record_gas,2,615606
11,verify_record_ms,2,1053.1326
11,settle_gas,2,69626
11,settle_ms,2,32.1421
11,witness_ms,2,54.0915
11,setup_ms,2,495.6052
11,prove_ms,2,712.69885
11,proof_generation_ms,2,766.79035
11,verify_native_ms,2,8.4224
11,proof_bytes,2,4224
11,calldata_bytes,2,4352
11,tach_gas,2,685232
12,deploy_pool_gas,2,1979758
12,deploy_verifier_gas,2,4548152
12,update_root_gas,2,73876
12,verify_gas,2,532171
12,verify_onchain_ms,2,592.1715
12,withdraw_gas,2,582554
12,withdraw_ms,2,657.62395
12,verify_record_gas,2,615546
12,verify_record_ms,2,639.52025
12,settle_gas,2,69626
12,settle_ms,2,52.2347
12,witness_ms,2,40.95245
12,setup_ms,2,433.2515
12,prove_ms,2,603.0955
12,proof_generation_ms,2,644.04795
12,verify_native_ms,2,7.00805
12,proof_bytes,2,4224
12,calldata_bytes,2,4352
12,tach_gas,2,685172
13,deploy_pool_gas,2,1979758
13,deploy_verifier_gas,2,4548152
13,update_root_gas,2,73876
13,verify_gas,2,532243
13,verify_onchain_ms,2,652.7989
13,withdraw_gas,2,582626
13,withdraw_ms,2,935.12975
13,verify_record_gas,2,615618
13,verify_record_ms,2,988.60995
13,settle_gas,2,69626
13,settle_ms,2,45.5205
13,witness_ms,2,44.44995
13,setup_ms,2,436.5881
13,prove_ms,2,671.2886
13,proof_generation_ms,2,715.73855
13,verify_native_ms,2,7.9037
13,proof_bytes,2,4224
13,calldata_bytes,2,4352
13,tach_gas,2,685244
14,deploy_pool_gas,2,1979758
14,deploy_verifier_gas,2,4548152
14,update_root_gas,2,73876
14,verify_gas,2,532171
14,verify_onchain_ms,2,546.6755
14,withdraw_gas,2,582554
14,withdraw_ms,2,655.9589
14,verify_record_gas,2,615546
14,verify_record_ms,2,623.31555
14,settle_gas,2,69626
14,settle_ms,2,21.70325
14,witness_ms,2,40.3218
14,setup_ms,2,438.0508
14,prove_ms,2,558.906
14,proof_generation_ms,2,599.2278
14,verify_native_ms,2,7.41315
14,proof_bytes,2,4224
14,calldata_bytes,2,4352
14,tach_gas,2,685172
15,deploy_pool_gas,2,1979758
15,deploy_verifier_gas,2,4548152
15,update_root_gas,2,73876
15,verify_gas,2,532177
15,verify_onchain_ms,2,635.5099
15,withdraw_gas,2,582560
15,withdraw_ms,2,653.1733
15,verify_record_gas,2,615552
15,verify_record_ms,2,651.04545
15,settle_gas,2,69626
15,settle_ms,2,27.2131
15,witness_ms,2,32.6676
15,setup_ms,2,510.333
15,prove_ms,2,574.2261
15,proof_generation_ms,2,606.8937
15,verify_native_ms,2,6.5111
15,proof_bytes,2,4224
15,calldata_bytes,2,4352
15,tach_gas,2,685178
16,deploy_pool_gas,2,1979758
16,deploy_verifier_gas,2,4548152
16,update_root_gas,2,73876
16,verify_gas,2,532213
16,verify_onchain_ms,2,592.52965
16,withdraw_gas,2,582596
16,withdraw_ms,2,633.38785
16,verify_record_gas,2,615588
16,verify_record_ms,2,605.17125
16,settle_gas,2,69626
16,settle_ms,2,24.3635
16,witness_ms,2,43.9884
16,setup_ms,2,427.2189
16,prove_ms,2,629.2849
16,proof_generation_ms,2,673.2733
16,verify_native_ms,2,8.42065
16,proof_bytes,2,4224
16,calldata_bytes,2,4352
16,tach_gas,2,685214
17,deploy_pool_gas,2,1979758
17,deploy_verifier_gas,2,4548152
17,update_root_gas,2,73876
17,verify_gas,2,532195
17,verify_onchain_ms,2,583.3519
17,withdraw_gas,2,582578
17,withdraw_ms,2,595.05705
17,verify_record_gas,2,615570
17,verify_record_ms,2,599.18315
17,settle_gas,2,69626
17,settle_ms,2,24.29655
17,witness_ms,2,33.51775
17,setup_ms,2,419.8046
17,prove_ms,2,546.13745
17,proof_generation_ms,2,579.6552
17,verify_native_ms,2,6.5918
17,proof_bytes,2,4224
17,calldata_bytes,2,4352
17,tach_gas,2,685196
18,deploy_pool_gas,2,1979758
18,deploy_verifier_gas,2,4548152
18,update_root_gas,2,73876
18,verify_gas,2,532207
18,verify_onchain_ms,2,611.2288
18,withdraw_gas,2,582590
18,withdraw_ms,2,549.83985
18,verify_record_gas,2,615582
18,verify_record_ms,2,604.33025
18,settle_gas,2,69626
18,settle_ms,2,24.77105
18,witness_ms,2,41.86885
18,setup_ms,2,421.2939
18,prove_ms,2,672.35475
18,proof_generation_ms,2,714.2236
18,verify_native_ms,2,7.38305
18,proof_bytes,2,4224
18,calldata_bytes,2,4352
18,tach_gas,2,685208
19,deploy_pool_gas,2,1979758
19,deploy_verifier_gas,2,4548152
19,update_root_gas,2,73876
19,verify_gas,2,532171
19,verify_onchain_ms,2,654.9522
19,withdraw_gas,2,582554
19,withdraw_ms,2,614.7724
19,verify_record_gas,2,615546
19,verify_record_ms,2,564.2019
19,settle_gas,2,69626
19,settle_ms,2,22.30395
19,witness_ms,2,44.47315
19,setup_ms,2,435.2557
19,prove_ms,2,580.21715
19,proof_generation_ms,2,624.6903
19,verify_native_ms,2,6.48215
19,proof_bytes,2,4224
19,calldata_bytes,2,4352
19,tach_gas,2,685172
20,deploy_pool_gas,2,1979758
20,deploy_verifier_gas,2,4548152
20,update_root_gas,2,73876
20,verify_gas,2,532195
20,verify_onchain_ms,2,604.60045
20,withdraw_gas,2,582578
20,withdraw_ms,2,572.45175
20,verify_record_gas,2,615570
20,verify_record_ms,2,602.09345
20,settle_gas,2,69626
20,settle_ms,2,26.92985
20,witness_ms,2,34.09765
20,setup_ms,2,429.5614
20,prove_ms,2,567.08665
20,proof_generation_ms,2,601.1843
20,verify_native_ms,2,6.4368
20,proof_bytes,2,4224
20,calldata_bytes,2,4352
20,tach_gas,2,685196
