thi_nghiem,run_id,iteration,warmup,d,k,mechanism,n,student_index,deploy_pool_gas,deploy_verifier_gas,update_root_gas,verify_gas,verify_onchain_ms,withdraw_gas,withdraw_ms,verify_record_gas,verify_record_ms,settle_gas,settle_ms,root,nullifier
theo_d,5,1,true,5,12,onchain,32,0,1979758,4869633,97074,568061,906.695500,618548,676.721300,651540,681.229800,69626,41.264900,0x176e89306adf5341eca027cb2144b07cb16ea0ea2715e2f3ecd77af3a8da2f0f,0x0908cbf85e088d680fbd39fdb24b3cc3dd4a43f6c03cd816e06f24aad0ed40c9
theo_d,5,2,true,5,12,onchain,32,1,1979758,4869633,97074,567953,694.974100,618428,794.745500,651420,760.394000,69626,21.866200,0x176e89306adf5341eca027cb2144b07cb16ea0ea2715e2f3ecd77af3a8da2f0f,0x067e06c893d9a0e4d6fd53a0046674c8f20bf84f7b70811bf473ffa211d8c6bd
theo_d,5,3,true,5,12,onchain,32,2,1979758,4869633,97074,568001,657.178000,618488,639.425000,651480,653.943200,69626,22.600900,0x176e89306adf5341eca027cb2144b07cb16ea0ea2715e2f3ecd77af3a8da2f0f,0x0b8fe57083cdcc700c57fbcf6933cb725896572c6ab544b6f4d8e1c6ab38f07b
theo_d,5,4,false,5,12,onchain,32,0,1979758,4869633,97074,568061,619.004100,618548,649.634000,651540,648.662000,69626,23.480900,0x176e89306adf5341eca027cb2144b07cb16ea0ea2715e2f3ecd77af3a8da2f0f,0x0908cbf85e088d680fbd39fdb24b3cc3dd4a43f6c03cd816e06f24aad0ed40c9
theo_d,5,5,false,5,12,onchain,32,1,1979758,4869633,97074,567953,678.529300,618428,671.179100,651420,700.748100,69626,30.588600,0x176e89306adf5341eca027cb2144b07cb16ea0ea2715e2f3ecd77af3a8da2f0f,0x067e06c893d9a0e4d6fd53a0046674c8f20bf84f7b70811bf473ffa211d8c6bd
theo_d,5,6,false,5,12,onchain,32,2,1979758,4869633,97074,568001,584.277200,618488,645.436200,651480,622.374900,69626,18.934300,0x176e89306adf5341eca027cb2144b07cb16ea0ea2715e2f3ecd77af3a8da2f0f,0x0b8fe57083cdcc700c57fbcf6933cb725896572c6ab544b6f4d8e1c6ab38f07b
theo_d,5,7,false,5,12,onchain,32,3,1979758,4869633,97074,567953,612.188200,618440,641.043100,651432,629.565800,69626,30.954900,0x176e89306adf5341eca027cb2144b07cb16ea0ea2715e2f3ecd77af3a8da2f0f,0x107c70d191e489c806456c18cf98e286488b248a7e2ac57b6576b30dfade8db2
theo_d,5,8,false,5,12,onchain,32,4,1979758,4869633,97074,567965,602.146600,618452,652.378100,651444,719.618700,69626,20.816400,0x176e89306adf5341eca027cb2144b07cb16ea0ea2715e2f3ecd77af3a8da2f0f,0x0a311bfe27c095e9b61eb94f9bfdc9d5e247dfd2f96271cff3d32612a2e7339a
theo_d,5,9,false,5,12,onchain,32,5,1979758,4869633,97074,568025,611.967100,618512,693.842100,651504,637.883800,69626,28.553300,0x176e89306adf5341eca027cb2144b07cb16ea0ea2715e2f3ecd77af3a8da2f0f,0x18b6e24c33265e51a6ebce655f0c7d8cc56a336e228450d97e77a9ef874404bc
theo_d,5,10,false,5,12,onchain,32,6,1979758,4869633,97074,568037,664.212500,618524,723.065500,651516,860.673600,69626,28.711000,0x176e89306adf5341eca027cb2144b07cb16ea0ea2715e2f3ecd77af3a8da2f0f,0x178454ab459643088f4034d21806282a31eacc6d694df8a91a76f6cadc1e4e05
theo_d,5,11,false,5,12,onchain,32,7,1979758,4869633,97074,567929,642.579700,618416,653.642800,651408,734.459200,69626,25.975100,0x176e89306adf5341eca027cb2144b07cb16ea0ea2715e2f3ecd77af3a8da2f0f,0x156330b35df029b9ac8c5cf74cf1978f087f063d91916404df8a0984916950ac
theo_d,5,12,false,5,12,onchain,32,8,1979758,4869633,97074,567917,658.097300,618392,657.095600,651384,666.548100,69614,24.998900,0x176e89306adf5341eca027cb2144b07cb16ea0ea2715e2f3ecd77af3a8da2f0f,0x15bf766aa145bc49955f4b440b0070cdb1823fdb1a4942a856ae7a53dd251a8a
theo_d,5,13,false,5,12,onchain,32,9,1979758,4869633,97074,567917,630.909700,618392,684.388500,651384,692.619900,69626,54.819000,0x176e89306adf5341eca027cb2144b07cb16ea0ea2715e2f3ecd77af3a8da2f0f,0x145e23340ae3a5c2a8a430e0bd8150939cf9d3336c5a111f39801cc2a9171cea
theo_d,5,14,false,5,12,onchain,32,10,1979758,4869633,97074,567977,618.716400,618464,650.336800,651456,674.267300,69626,25.951700,0x176e89306adf5341eca027cb2144b07cb16ea0ea2715e2f3ecd77af3a8da2f0f,0x19d8b479a4eb2ed56fc544f5f258c142afbc9733ce11579245b90f6471cc5aa2
theo_d,5,15,false,5,12,onchain,32,11,1979758,4869633,97074,567917,629.851700,618404,747.217200,651396,763.427100,69626,31.918200,0x176e89306adf5341eca027cb2144b07cb16ea0ea2715e2f3ecd77af3a8da2f0f,0x17115cce247ab17833ce4f971544dcf98cba44f30ac3caa2b60573600696808c
theo_d,5,16,false,5,12,onchain,32,12,1979758,4869633,97074,567905,644.716800,618392,695.943200,651384,619.301400,69626,29.256300,0x176e89306adf5341eca027cb2144b07cb16ea0ea2715e2f3ecd77af3a8da2f0f,0x12f7111f7f65e737c4608f3f8cffc3dea6a29e14af7ddcba52cac254304ecd23
theo_d,5,17,false,5,12,onchain,32,13,1979758,4869633,97074,567977,609.959300,618464,643.250800,651456,630.901700,69626,29.486100,0x176e89306adf5341eca027cb2144b07cb16ea0ea2715e2f3ecd77af3a8da2f0f,0x146554373ef67f5de307538cfcb7e62015f4c7d7791f0be35f5897031ab12a59
theo_d,5,18,false,5,12,onchain,32,14,1979758,4869633,97074,567989,621.039200,618476,730.460200,651468,660.487700,69626,23.915400,0x176e89306adf5341eca027cb2144b07cb16ea0ea2715e2f3ecd77af3a8da2f0f,0x298177b133ab3f68a2e47c6d74787973892a7540de8dcd16ae80701b4d1a19b5
theo_d,5,19,false,5,12,onchain,32,15,1979758,4869633,97074,568025,776.555200,618512,632.720200,651504,601.093400,69626,25.148000,0x176e89306adf5341eca027cb2144b07cb16ea0ea2715e2f3ecd77af3a8da2f0f,0x290f20350f10923907c139526a8eeb150f99e2573a16d6916fe0f769c993f49a
theo_d,5,20,false,5,12,onchain,32,16,1979758,4869633,97074,567929,622.201600,618416,765.676200,651408,665.949500,69626,24.335900,0x176e89306adf5341eca027cb2144b07cb16ea0ea2715e2f3ecd77af3a8da2f0f,0x171e66512384a041ca6a5f708a5b4fdda9cf24ab176412c6f6900afc3c6dedb8
theo_d,5,21,false,5,12,onchain,32,17,1979758,4869633,97074,568001,658.082200,618488,646.456400,651480,633.961100,69626,29.758600,0x176e89306adf5341eca027cb2144b07cb16ea0ea2715e2f3ecd77af3a8da2f0f,0x1be2fe80e5029582e3f6e62f4cb2a84d401feee79f16b335d0bc369a395a0853
theo_d,5,22,false,5,12,onchain,32,18,1979758,4869633,97074,568025,606.384600,618512,972.238600,651504,657.970100,69626,29.352400,0x176e89306adf5341eca027cb2144b07cb16ea0ea2715e2f3ecd77af3a8da2f0f,0x0bb978d615ff4f194a9934af270a428732e8174c4311c8beb31d4e0bbabbc0bc
theo_d,5,23,false,5,12,onchain,32,19,1979758,4869633,97074,567965,908.531700,618452,659.705700,651444,651.398100,69626,27.008600,0x176e89306adf5341eca027cb2144b07cb16ea0ea2715e2f3ecd77af3a8da2f0f,0x04726770464b2bff8da321b67038b812b34fa5fa5cdf99f1314cba8589a165bc
theo_d,5,24,false,5,12,onchain,32,20,1979758,4869633,97074,567941,634.237200,618428,713.318200,651420,1056.877400,69626,29.837900,0x176e89306adf5341eca027cb2144b07cb16ea0ea2715e2f3ecd77af3a8da2f0f,0x03d6f9ca63a41aff3fb9a8fc838ab1ed3ceedc7c249c5dc4c19d5955e351be13
theo_d,5,25,false,5,12,onchain,32,21,1979758,4869633,97074,568061,671.872100,618548,642.552400,651540,649.651800,69626,26.738400,0x176e89306adf5341eca027cb2144b07cb16ea0ea2715e2f3ecd77af3a8da2f0f,0x1686fa19ed842d8106f86663fe6e6888a8bfb3e985dcfd2bb1db169ffcda5da5
theo_d,5,26,false,5,12,onchain,32,22,1979758,4869633,97074,567989,638.793700,618476,628.592300,651468,627.727900,69626,17.461600,0x176e89306adf5341eca027cb2144b07cb16ea0ea2715e2f3ecd77af3a8da2f0f,0x23e82ec09d717b107d77dc26eb5dc265ea1fc45985e29b8cc3cb17430ff24a0c
theo_d,5,27,false,5,12,onchain,32,23,1979758,4869633,97074,567953,597.345300,618440,682.808100,651432,774.665300,69626,23.197000,0x176e89306adf5341eca027cb2144b07cb16ea0ea2715e2f3ecd77af3a8da2f0f,0x10b3bd195947d421c2d2b26290f8c337fd0828e5148886d256cae19c30dd3457
theo_d,5,28,false,5,12,onchain,32,24,1979758,4869633,97074,567977,633.266000,618452,796.806900,651444,752.378100,69626,29.149400,0x176e89306adf5341eca027cb2144b07cb16ea0ea2715e2f3ecd77af3a8da2f0f,0x2a99ad2dc4636645cb03a3f8cddbcf89d41b4a9e486facca27dfee54675abb9c
theo_d,5,29,false,5,12,onchain,32,25,1979758,4869633,97074,567941,1005.424500,618416,747.786400,651408,693.522000,69614,26.334100,0x176e89306adf5341eca027cb2144b07cb16ea0ea2715e2f3ecd77af3a8da2f0f,0x1cd40d323ccd0838cfec775d1003317bf356cafeaba2b700c3af3c61def30fca
theo_d,5,30,false,5,12,onchain,32,26,1979758,4869633,97074,567953,702.853900,618440,878.353300,651432,821.874800,69626,33.412900,0x176e89306adf5341eca027cb2144b07cb16ea0ea2715e2f3ecd77af3a8da2f0f,0x2eb42444691d4d15abfb91e44bb63be709bec40b9e54f4360f24d4480534af10
theo_d,5,31,false,5,12,onchain,32,27,1979758,4869633,97074,567821,740.614500,618308,967.598000,651300,757.004500,69626,32.414900,0x176e89306adf5341eca027cb2144b07cb16ea0ea2715e2f3ecd77af3a8da2f0f,0x2c174593cceb5f490ba8f6ba09cd052e5c25a821a271f28bc1a25fe480d609d8
theo_d,5,32,false,5,12,onchain,32,28,1979758,4869633,97074,568061,779.321500,618548,922.209800,651540,881.079300,69626,26.751100,0x176e89306adf5341eca027cb2144b07cb16ea0ea2715e2f3ecd77af3a8da2f0f,0x23665977a843f888d72d4f179e9f9d837be558853b6806d1436951fa322c1221
theo_d,5,33,false,5,12,onchain,32,29,1979758,4869633,97074,567965,759.999300,618452,942.862900,651444,802.761400,69626,32.091900,0x176e89306adf5341eca027cb2144b07cb16ea0ea2715e2f3ecd77af3a8da2f0f,0x1784bc5a44d0a6e7b87bdd0fd4e563361f98a6aa39b7964e0907b239a38b84e7
theo_d,5,34,false,5,12,onchain,32,30,1979758,4869633,97074,568121,872.822300,618608,848.605800,651600,1123.048300,69626,49.161800,0x176e89306adf5341eca027cb2144b07cb16ea0ea2715e2f3ecd77af3a8da2f0f,0x202c4e9e6402e7f390a4ab85d1370541fe76c37421ce3a51ac5805c4b24b6da9
theo_d,5,35,false,5,12,onchain,32,31,1979758,4869633,97074,568037,642.506400,618524,627.198900,651516,625.939400,69626,21.075400,0x176e89306adf5341eca027cb2144b07cb16ea0ea2715e2f3ecd77af3a8da2f0f,0x26ac62095e0835f5045ef0c786313c5c49c66bfa9a9c59a9176a5e55ca7e0d2f
