run_id,metric,N,mean
1,deploy_pool_gas,60,968565
1,update_root_gas,60,118742
1,withdraw_gas,60,64664.4
1,withdraw_ms,60,25.04105
1,witness_ms,60,0.983308
1,setup_ms,60,92.0131
1,prove_ms,60,171.659183
1,proof_generation_ms,60,172.642492
1,verify_native_ms,60,6.008448
1,proof_bytes,60,3104
2,deploy_pool_gas,60,968565
2,update_root_gas,60,118742
2,withdraw_gas,60,64664.4
2,withdraw_ms,60,23.798452
2,witness_ms,60,1.007725
2,setup_ms,60,87.9945
2,prove_ms,60,176.10597
2,proof_generation_ms,60,177.113695
2,verify_native_ms,60,5.987095
2,proof_bytes,60,3104
3,deploy_pool_gas,60,968565
3,update_root_gas,60,118742
3,withdraw_gas,60,64664.4
3,withdraw_ms,60,31.136502
3,witness_ms,60,1.266552
3,setup_ms,60,102.5136
3,prove_ms,60,213.39378
3,proof_generation_ms,60,214.660332
3,verify_native_ms,60,7.691838
3,proof_bytes,60,3104
4,deploy_pool_gas,60,968565
4,update_root_gas,60,118742
4,withdraw_gas,60,64664.4
4,withdraw_ms,60,34.091028
4,witness_ms,60,1.330803
4,setup_ms,60,118.531
4,prove_ms,60,221.3706
4,proof_generation_ms,60,222.701403
4,verify_native_ms,60,8.089905
4,proof_bytes,60,3104
5,deploy_pool_gas,60,968565
5,update_root_gas,60,118742
5,withdraw_gas,60,64664.4
5,withdraw_ms,60,33.231037
5,witness_ms,60,1.340452
5,setup_ms,60,131.416
5,prove_ms,60,225.190387
5,proof_generation_ms,60,226.530838
5,verify_native_ms,60,8.319122
5,proof_bytes,60,3104
6,deploy_pool_gas,60,968565
6,update_root_gas,60,118742
6,withdraw_gas,60,64664.4
6,withdraw_ms,60,30.538157
6,witness_ms,60,1.353888
6,setup_ms,60,105.2798
6,prove_ms,60,213.855595
6,proof_generation_ms,60,215.209483
6,verify_native_ms,60,8.380937
6,proof_bytes,60,3104
7,deploy_pool_gas,60,968565
7,update_root_gas,60,118742
7,withdraw_gas,60,64664.4
7,withdraw_ms,60,35.920568
7,witness_ms,60,1.178338
7,setup_ms,60,99.3069
7,prove_ms,60,205.13733
7,proof_generation_ms,60,206.315668
7,verify_native_ms,60,7.432638
7,proof_bytes,60,3104
8,deploy_pool_gas,60,968565
8,update_root_gas,60,118742
8,withdraw_gas,60,64664.4
8,withdraw_ms,60,35.051192
8,witness_ms,60,1.187087
8,setup_ms,60,115.0138
8,prove_ms,60,202.438435
8,proof_generation_ms,60,203.625522
8,verify_native_ms,60,8.302843
8,proof_bytes,60,3104
9,deploy_pool_gas,60,968565
9,update_root_gas,60,118742
9,withdraw_gas,60,64664.4
9,withdraw_ms,60,30.154968
9,witness_ms,60,1.179228
9,setup_ms,60,99.2251
9,prove_ms,60,207.048245
9,proof_generation_ms,60,208.227473
9,verify_native_ms,60,7.166825
9,proof_bytes,60,3104
10,deploy_pool_gas,60,968565
10,update_root_gas,60,118742
10,withdraw_gas,60,64664.4
10,withdraw_ms,60,32.86659
10,witness_ms,60,1.257708
10,setup_ms,60,118.4966
10,prove_ms,60,214.637997
10,proof_generation_ms,60,215.895705
10,verify_native_ms,60,7.958263
10,proof_bytes,60,3104
11,deploy_pool_gas,60,968565
11,update_root_gas,60,118742
11,withdraw_gas,60,64664.4
11,withdraw_ms,60,34.220185
11,witness_ms,60,1.447717
11,setup_ms,60,113.8156
11,prove_ms,60,220.579878
11,proof_generation_ms,60,222.027595
11,verify_native_ms,60,8.234302
11,proof_bytes,60,3104
12,deploy_pool_gas,60,968565
12,update_root_gas,60,118742
12,withdraw_gas,60,64664.4
12,withdraw_ms,60,30.867935
12,witness_ms,60,1.17783
12,setup_ms,60,108.9889
12,prove_ms,60,209.921543
12,proof_generation_ms,60,211.099373
12,verify_native_ms,60,7.419602
12,proof_bytes,60,3104
13,deploy_pool_gas,60,968565
13,update_root_gas,60,118742
13,withdraw_gas,60,64664.4
13,withdraw_ms,60,30.992588
13,witness_ms,60,1.25318
13,setup_ms,60,97.9833
13,prove_ms,60,205.065407
13,proof_generation_ms,60,206.318587
13,verify_native_ms,60,7.531975
13,proof_bytes,60,3104
14,deploy_pool_gas,60,968565
14,update_root_gas,60,118742
14,withdraw_gas,60,64664.4
14,withdraw_ms,60,30.439388
14,witness_ms,60,1.346167
14,setup_ms,60,108.543
14,prove_ms,60,224.33578
14,proof_generation_ms,60,225.681947
14,verify_native_ms,60,8.142275
14,proof_bytes,60,3104
15,deploy_pool_gas,60,968565
15,update_root_gas,60,118742
15,withdraw_gas,60,64664.4
15,withdraw_ms,60,32.171918
15,witness_ms,60,1.160115
15,setup_ms,60,109.7367
15,prove_ms,60,201.447158
15,proof_generation_ms,60,202.607273
15,verify_native_ms,60,8.275782
15,proof_bytes,60,3104
16,deploy_pool_gas,60,968565
16,update_root_gas,60,118742
16,withdraw_gas,60,64664.4
16,withdraw_ms,60,30.077733
16,witness_ms,60,1.408063
16,setup_ms,60,101.5696
16,prove_ms,60,216.468642
16,proof_generation_ms,60,217.876705
16,verify_native_ms,60,8.70466
16,proof_bytes,60,3104
17,deploy_pool_gas,60,968565
17,update_root_gas,60,118742
17,withdraw_gas,60,64664.4
17,withdraw_ms,60,34.372828
17,witness_ms,60,1.306935
17,setup_ms,60,100.1896
17,prove_ms,60,209.624418
17,proof_generation_ms,60,210.931353
17,verify_native_ms,60,8.180788
17,proof_bytes,60,3104
18,deploy_pool_gas,60,968565
18,update_root_gas,60,118742
18,withdraw_gas,60,64664.4
18,withdraw_ms,60,32.135403
18,witness_ms,60,1.254807
18,setup_ms,60,113.9482
18,prove_ms,60,210.188152
18,proof_generation_ms,60,211.442958
18,verify_native_ms,60,7.863637
18,proof_bytes,60,3104
19,deploy_pool_gas,60,968565
19,update_root_gas,60,118742
19,withdraw_gas,60,64664.4
19,withdraw_ms,60,35.71642
19,witness_ms,60,1.356083
19,setup_ms,60,101.4205
19,prove_ms,60,213.393762
19,proof_generation_ms,60,214.749845
19,verify_native_ms,60,8.602603
19,proof_bytes,60,3104
20,deploy_pool_gas,60,968565
20,update_root_gas,60,118742
20,withdraw_gas,60,64664.4
20,withdraw_ms,60,32.962908
20,witness_ms,60,1.513213
20,setup_ms,60,104.5489
20,prove_ms,60,219.653633
20,proof_generation_ms,60,221.166847
20,verify_native_ms,60,8.68777
20,proof_bytes,60,3104
