run_id,metric,N,mean
1,deploy_pool_gas,2,968565
1,update_root_gas,2,73830
1,withdraw_gas,2,64637
1,withdraw_ms,2,46.4952
1,witness_ms,2,0.2655
1,setup_ms,2,61.4335
1,prove_ms,2,99.97435
1,proof_generation_ms,2,100.23985
1,verify_native_ms,2,4.34495
1,proof_bytes,2,3008
2,deploy_pool_gas,2,968565
2,update_root_gas,2,73830
2,withdraw_gas,2,64637
2,withdraw_ms,2,32.9975
2,witness_ms,2,0.34325
2,setup_ms,2,66.1293
2,prove_ms,2,120.6261
2,proof_generation_ms,2,120.96935
2,verify_native_ms,2,5.0795
2,proof_bytes,2,3008
3,deploy_pool_gas,2,968565
3,update_root_gas,2,73830
3,withdraw_gas,2,64637
3,withdraw_ms,2,35.7749
3,witness_ms,2,0.33865
3,setup_ms,2,60.5607
3,prove_ms,2,115.26005
3,proof_generation_ms,2,115.5987
3,verify_native_ms,2,4.9304
3,proof_bytes,2,3008
4,deploy_pool_gas,2,968565
4,update_root_gas,2,73830
4,withdraw_gas,2,64637
4,withdraw_ms,2,25.5721
4,witness_ms,2,0.30665
4,setup_ms,2,61.2819
4,prove_ms,2,109.9982
4,proof_generation_ms,2,110.30485
4,verify_native_ms,2,4.7682
4,proof_bytes,2,3008
5,deploy_pool_gas,2,968565
5,update_root_gas,2,73830
5,withdraw_gas,2,64637
5,withdraw_ms,2,41.14355
5,witness_ms,2,0.34845
5,setup_ms,2,61.5332
5,prove_ms,2,131.9744
5,proof_generation_ms,2,132.32285
5,verify_native_ms,2,5.67085
5,proof_bytes,2,3008
6,deploy_pool_gas,2,968565
6,update_root_gas,2,73830
6,withdraw_gas,2,64637
6,withdraw_ms,2,27.6629
6,witness_ms,2,0.38115
6,setup_ms,2,97.7875
6,prove_ms,2,146.3282
6,proof_generation_ms,2,146.70935
6,verify_native_ms,2,5.48185
6,proof_bytes,2,3008
7,deploy_pool_gas,2,968565
7,update_root_gas,2,73830
7,withdraw_gas,2,64637
7,withdraw_ms,2,20.9038
7,witness_ms,2,0.3544
7,setup_ms,2,81.0584
7,prove_ms,2,130.937
7,proof_generation_ms,2,131.2914
7,verify_native_ms,2,5.1272
7,proof_bytes,2,3008
8,deploy_pool_gas,2,968565
8,update_root_gas,2,73830
8,withdraw_gas,2,64637
8,withdraw_ms,2,31.57865
8,witness_ms,2,0.4067
8,setup_ms,2,134.4071
8,prove_ms,2,140.17595
8,proof_generation_ms,2,140.58265
8,verify_native_ms,2,5.77055
8,proof_bytes,2,3008
9,deploy_pool_gas,2,968565
9,update_root_gas,2,73830
9,withdraw_gas,2,64637
9,withdraw_ms,2,43.0958
9,witness_ms,2,0.4165
9,setup_ms,2,65.5838
9,prove_ms,2,150.6567
9,proof_generation_ms,2,151.0732
9,verify_native_ms,2,6.43475
9,proof_bytes,2,3008
10,deploy_pool_gas,2,968565
10,update_root_gas,2,73830
10,withdraw_gas,2,64637
10,withdraw_ms,2,36.8186
10,witness_ms,2,0.32605
10,setup_ms,2,63.626
10,prove_ms,2,118.9456
10,proof_generation_ms,2,119.27165
10,verify_native_ms,2,5.07385
10,proof_bytes,2,3008
11,deploy_pool_gas,2,968565
11,update_root_gas,2,73830
11,withdraw_gas,2,64637
11,withdraw_ms,2,33.2032
11,witness_ms,2,0.3172
11,setup_ms,2,58.5195
11,prove_ms,2,114.0177
11,proof_generation_ms,2,114.3349
11,verify_native_ms,2,4.86725
11,proof_bytes,2,3008
12,deploy_pool_gas,2,968565
12,update_root_gas,2,73830
12,withdraw_gas,2,64637
12,withdraw_ms,2,39.0797
12,witness_ms,2,0.3173
12,setup_ms,2,61.0176
12,prove_ms,2,113.24915
