thi_nghiem,mechanism,cau_hinh,n,d,k,metric,cach_dem,R,N,mean,sd,min,max,don_vi,nguon
theo_n,offchain,n10,10,9,9,deploy_pool_gas,moi_luot,20,20,968565,0,968565,968565,gas,lap20
theo_n,offchain,n10,10,9,9,update_root_gas,moi_luot,20,20,80046,0,80046,80046,gas,lap20
theo_n,offchain,n10,10,9,9,withdraw_gas,moi_lan_do,20,200,64664.6,4.812045,64655,64667,gas,lap20
theo_n,offchain,n10,10,9,9,withdraw_ms,moi_lan_do,20,200,32.379981,11.947652,20.4587,119.2267,ms,lap20
theo_n,offchain,n10,10,9,9,witness_ms,moi_lan_do,20,200,1.17292,0.14301,0.7582,1.7065,ms,lap20
theo_n,offchain,n10,10,9,9,setup_ms,moi_luot,20,20,102.885105,12.08894,87.6966,147.3252,ms,lap20
theo_n,offchain,n10,10,9,9,prove_ms,moi_lan_do,20,200,202.290449,18.272662,139.7008,271.432,ms,lap20
theo_n,offchain,n10,10,9,9,proof_generation_ms,moi_lan_do,20,200,203.463368,18.370911,140.4852,273.1014,ms,lap20
theo_n,offchain,n10,10,9,9,verify_native_ms,moi_lan_do,20,200,7.076652,0.851728,4.6328,12.6454,ms,lap20
theo_n,offchain,n10,10,9,9,proof_bytes,moi_luot,20,20,3104,0,3104,3104,B,lap20
