run_id,metric,N,mean
1,deploy_pool_gas,10,968565
1,update_root_gas,10,80046
1,withdraw_gas,10,64664.6
1,withdraw_ms,10,37.72811
1,witness_ms,10,0.83132
1,setup_ms,10,87.6966
1,prove_ms,10,147.67322
1,proof_generation_ms,10,148.50454
1,verify_native_ms,10,4.87232
1,proof_bytes,10,3104
2,deploy_pool_gas,10,968565
2,update_root_gas,10,80046
2,withdraw_gas,10,64664.6
2,withdraw_ms,10,22.34755
2,witness_ms,10,1.13566
2,setup_ms,10,93.9449
2,prove_ms,10,193.36998
2,proof_generation_ms,10,194.50564
2,verify_native_ms,10,6.94043
2,proof_bytes,10,3104
3,deploy_pool_gas,10,968565
3,update_root_gas,10,80046
3,withdraw_gas,10,64664.6
3,withdraw_ms,10,36.7934
3,witness_ms,10,1.16377
3,setup_ms,10,113.4425
3,prove_ms,10,210.46962
3,proof_generation_ms,10,211.63339
3,verify_native_ms,10,7.26203
3,proof_bytes,10,3104
4,deploy_pool_gas,10,968565
4,update_root_gas,10,80046
4,withdraw_gas,10,64664.6
4,withdraw_ms,10,27.64022
4,witness_ms,10,1.23079
4,setup_ms,10,112.4073
4,prove_ms,10,217.24853
4,proof_generation_ms,10,218.47932
4,verify_native_ms,10,7.48757
4,proof_bytes,10,3104
5,deploy_pool_gas,10,968565
5,update_root_gas,10,80046
5,withdraw_gas,10,64664.6
5,withdraw_ms,10,35.87171
5,witness_ms,10,1.18898
5,setup_ms,10,98.5293
5,prove_ms,10,200.69591
5,proof_generation_ms,10,201.88489
5,verify_native_ms,10,7.02575
5,proof_bytes,10,3104
6,deploy_pool_gas,10,968565
6,update_root_gas,10,80046
6,withdraw_gas,10,64664.6
6,withdraw_ms,10,26.4084
6,witness_ms,10,1.15809
6,setup_ms,10,106.9358
6,prove_ms,10,198.95206
6,proof_generation_ms,10,200.11015
6,verify_native_ms,10,6.92979
6,proof_bytes,10,3104
7,deploy_pool_gas,10,968565
7,update_root_gas,10,80046
7,withdraw_gas,10,64664.6
7,withdraw_ms,10,29.30169
7,witness_ms,10,1.16123
7,setup_ms,10,97.2309
7,prove_ms,10,204.93225
7,proof_generation_ms,10,206.09348
7,verify_native_ms,10,7.0832
7,proof_bytes,10,3104
8,deploy_pool_gas,10,968565
8,update_root_gas,10,80046
