thi_nghiem,mechanism,cau_hinh,n,d,k,metric,cach_dem,R,N,mean,sd,min,max,don_vi,nguon
theo_n,offchain,n30,30,9,9,deploy_pool_gas,moi_luot,20,20,968565,0,968565,968565,gas,lap20
theo_n,offchain,n30,30,9,9,update_root_gas,moi_luot,20,20,95420,0,95420,95420,gas,lap20
theo_n,offchain,n30,30,9,9,withdraw_gas,moi_lan_do,20,600,64663.8,6.150044,64643,64667,gas,lap20
theo_n,offchain,n30,30,9,9,withdraw_ms,moi_lan_do,20,600,30.681329,10.766968,17.867,96.8652,ms,lap20
theo_n,offchain,n30,30,9,9,witness_ms,moi_lan_do,20,600,1.24029,0.28566,0.8968,2.6688,ms,lap20
theo_n,offchain,n30,30,9,9,setup_ms,moi_luot,20,20,103.296045,6.521115,93.6681,123.1753,ms,lap20
theo_n,offchain,n30,30,9,9,prove_ms,moi_lan_do,20,600,208.135677,21.05727,159.0374,365.6333,ms,lap20
theo_n,offchain,n30,30,9,9,proof_generation_ms,moi_lan_do,20,600,209.375967,21.167552,159.9935,367.3214,ms,lap20
theo_n,offchain,n30,30,9,9,verify_native_ms,moi_lan_do,20,600,7.583014,1.374932,5.5068,13.9548,ms,lap20
theo_n,offchain,n30,30,9,9,proof_bytes,moi_luot,20,20,3104,0,3104,3104,B,lap20
