run_id,metric,N,mean
1,deploy_pool_gas,30,968565
1,update_root_gas,30,95420
1,withdraw_gas,30,64663.8
1,withdraw_ms,30,23.305217
1,witness_ms,30,1.061417
1,setup_ms,30,123.1753
1,prove_ms,30,176.237063
1,proof_generation_ms,30,177.29848
1,verify_native_ms,30,6.107513
1,proof_bytes,30,3104
2,deploy_pool_gas,30,968565
2,update_root_gas,30,95420
2,withdraw_gas,30,64663.8
2,withdraw_ms,30,23.242793
2,witness_ms,30,1.0279
2,setup_ms,30,93.6681
2,prove_ms,30,175.839953
2,proof_generation_ms,30,176.867853
2,verify_native_ms,30,6.048577
2,proof_bytes,30,3104
3,deploy_pool_gas,30,968565
3,update_root_gas,30,95420
3,withdraw_gas,30,64663.8
3,withdraw_ms,30,30.919373
3,witness_ms,30,1.47387
3,setup_ms,30,98.7321
3,prove_ms,30,216.78881
3,proof_generation_ms,30,218.26268
3,verify_native_ms,30,8.48124
3,proof_bytes,30,3104
4,deploy_pool_gas,30,968565
4,update_root_gas,30,95420
4,withdraw_gas,30,64663.8
4,withdraw_ms,30,33.452017
4,witness_ms,30,1.34274
4,setup_ms,30,104.937
4,prove_ms,30,222.354137
4,proof_generation_ms,30,223.696877
4,verify_native_ms,30,7.833927
4,proof_bytes,30,3104
5,deploy_pool_gas,30,968565
5,update_root_gas,30,95420
5,withdraw_gas,30,64663.8
5,withdraw_ms,30,33.81856
5,witness_ms,30,1.259697
5,setup_ms,30,105.3727
5,prove_ms,30,214.794243
5,proof_generation_ms,30,216.05394
5,verify_native_ms,30,7.917477
5,proof_bytes,30,3104
6,deploy_pool_gas,30,968565
6,update_root_gas,30,95420
6,withdraw_gas,30,64663.8
6,withdraw_ms,30,34.328013
6,witness_ms,30,1.183917
6,setup_ms,30,101.717
6,prove_ms,30,207.493623
6,proof_generation_ms,30,208.67754
6,verify_native_ms,30,7.179523
6,proof_bytes,30,3104
7,deploy_pool_gas,30,968565
7,update_root_gas,30,95420
7,withdraw_gas,30,64663.8
7,withdraw_ms,30,30.04013
7,witness_ms,30,1.44685
7,setup_ms,30,102.6293
7,prove_ms,30,240.525313
7,proof_generation_ms,30,241.972163
7,verify_native_ms,30,8.380253
7,proof_bytes,30,3104
8,deploy_pool_gas,30,968565
8,update_root_gas,30,95420
8,withdraw_gas,30,64663.8
8,withdraw_ms,30,30.793523
8,witness_ms,30,1.203673
8,setup_ms,30,101.5935
8,prove_ms,30,205.29073
8,proof_generation_ms,30,206.494403
8,verify_native_ms,30,7.849223
8,proof_bytes,30,3104
9,deploy_pool_gas,30,968565
9,update_root_gas,30,95420
9,withdraw_gas,30,64663.8
9,withdraw_ms,30,31.480447
9,witness_ms,30,1.227297
9,setup_ms,30,101.7827
9,prove_ms,30,201.641627
9,proof_generation_ms,30,202.868923
9,verify_native_ms,30,7.507987
9,proof_bytes,30,3104
10,deploy_pool_gas,30,968565
10,update_root_gas,30,95420
10,withdraw_gas,30,64663.8
10,withdraw_ms,30,30.16417
10,witness_ms,30,1.245883
10,setup_ms,30,99.2837
10,prove_ms,30,211.468023
10,proof_generation_ms,30,212.713907
10,verify_native_ms,30,8.08501
10,proof_bytes,30,3104
11,deploy_pool_gas,30,968565
11,update_root_gas,30,95420
11,withdraw_gas,30,64663.8
11,withdraw_ms,30,33.913657
11,witness_ms,30,1.218253
11,setup_ms,30,101.1173
11,prove_ms,30,210.621903
11,proof_generation_ms,30,211.840157
11,verify_native_ms,30,7.825977
11,proof_bytes,30,3104
12,deploy_pool_gas,30,968565
12,update_root_gas,30,95420
12,withdraw_gas,30,64663.8
12,withdraw_ms,30,31.687977
12,witness_ms,30,1.232077
12,setup_ms,30,100.8584
12,prove_ms,30,210.68062
12,proof_generation_ms,30,211.912697
12,verify_native_ms,30,7.554837
12,proof_bytes,30,3104
13,deploy_pool_gas,30,968565
13,update_root_gas,30,95420
13,withdraw_gas,30,64663.8
13,withdraw_ms,30,30.710093
13,witness_ms,30,1.260003
13,setup_ms,30,101.2168
13,prove_ms,30,208.43584
13,proof_generation_ms,30,209.695843
13,verify_native_ms,30,7.625297
13,proof_bytes,30,3104
14,deploy_pool_gas,30,968565
14,update_root_gas,30,95420
14,withdraw_gas,30,64663.8
14,withdraw_ms,30,32.400477
14,witness_ms,30,1.173693
14,setup_ms,30,102.6273
14,prove_ms,30,206.200743
14,proof_generation_ms,30,207.374437
14,verify_native_ms,30,7.425207
14,proof_bytes,30,3104
15,deploy_pool_gas,30,968565
15,update_root_gas,30,95420
15,withdraw_gas,30,64663.8
15,withdraw_ms,30,29.385187
15,witness_ms,30,1.14858
15,setup_ms,30,114.3701
15,prove_ms,30,202.725027
15,proof_generation_ms,30,203.873607
15,verify_native_ms,30,7.287243
15,proof_bytes,30,3104
16,deploy_pool_gas,30,968565
16,update_root_gas,30,95420
16,withdraw_gas,30,64663.8
16,withdraw_ms,30,33.27472
16,witness_ms,30,1.139363
16,setup_ms,30,98.1587
16,prove_ms,30,202.9397
16,proof_generation_ms,30,204.079063
16,verify_native_ms,30,7.023957
16,proof_bytes,30,3104
17,deploy_pool_gas,30,968565
17,update_root_gas,30,95420
17,withdraw_gas,30,64663.8
17,withdraw_ms,30,27.69514
17,witness_ms,30,1.28138
17,setup_ms,30,111.9825
17,prove_ms,30,216.050017
17,proof_generation_ms,30,217.331397
17,verify_native_ms,30,7.95805
17,proof_bytes,30,3104
18,deploy_pool_gas,30,968565
18,update_root_gas,30,95420
18,withdraw_gas,30,64663.8
18,withdraw_ms,30,31.29921
18,witness_ms,30,1.193753
18,setup_ms,30,100.5868
18,prove_ms,30,209.420803
18,proof_generation_ms,30,210.614557
18,verify_native_ms,30,7.473203
18,proof_bytes,30,3104
19,deploy_pool_gas,30,968565
19,update_root_gas,30,95420
19,withdraw_gas,30,64663.8
19,withdraw_ms,30,31.5396
19,witness_ms,30,1.40839
19,setup_ms,30,98.7414
19,prove_ms,30,217.373507
19,proof_generation_ms,30,218.781897
19,verify_native_ms,30,8.39774
19,proof_bytes,30,3104
20,deploy_pool_gas,30,968565
20,update_root_gas,30,95420
20,withdraw_gas,30,64663.8
20,withdraw_ms,30,30.176273
20,witness_ms,30,1.277063
20,setup_ms,30,103.3702
20,prove_ms,30,205.831853
20,proof_generation_ms,30,207.108917
20,verify_native_ms,30,7.698047
20,proof_bytes,30,3104
