mechanism,n,student_index,deploy_pool_gas,deploy_verifier_gas,update_root_gas,verify_gas,verify_onchain_ms,withdraw_gas,withdraw_ms,verify_record_gas,verify_record_ms,settle_gas,settle_ms,root,nullifier
onchain,100,0,1979758,4554511,149689,532286,899.386000,582675,621.674200,615667,662.627800,69626,24.389800,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x1c96258a9b2c26cfaed73db9fb1a2eb3d955b55918f079e88ff70e470148c72c
onchain,100,1,1979758,4554511,149689,532346,581.768700,582723,695.976500,615715,564.041300,69626,24.937600,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x05b48cc825368b2b4dd787a2f53879f43db527ad702df8991ee3bf035ff1f5da
onchain,100,2,1979758,4554511,149689,532274,646.274600,582651,659.540400,615643,638.975400,69614,23.477500,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x001185865c5651b90d250625413f765a8e104eb4950db96d263ef9018a27b426
onchain,100,3,1979758,4554511,149689,532310,598.219000,582699,595.366600,615691,661.600200,69626,31.958800,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x20c37bb559db3a04269a2ec77f23db2b4ab691b2964ab1993528c170ed38eeab
onchain,100,4,1979758,4554511,149689,532250,559.998200,582639,550.122700,615631,644.013000,69626,26.760600,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x1b2d2ad81d95f7b2818c0c32ba21f151b553ef38de8930b4f9d5a805060aaa3d
onchain,100,5,1979758,4554511,149689,532382,577.757400,582771,644.164600,615763,672.980700,69626,32.368200,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x29da0adb0831eafc36f38d567b31d7c24830127c04a24b371029ae5149c63471
onchain,100,6,1979758,4554511,149689,532226,595.504800,582603,671.013000,615595,668.310800,69614,36.353200,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x0c150521c95767799ad61568c931a95a97a6950833fe994ad367a800d031eb16
onchain,100,7,1979758,4554511,149689,532394,618.106700,582783,784.357500,615775,777.895400,69626,33.675000,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x0d79c03a4426ee62d54ae7195684ee235f1768bc51d2a30d2f86167e0e80727b
onchain,100,8,1979758,4554511,149689,532322,1094.997900,582699,890.886600,615691,1189.977400,69614,36.182600,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x0582d183d7fb0942ee98f600750770ffb6a2016dc4394042b148fee564113090
onchain,100,9,1979758,4554511,149689,532346,1058.672300,582723,636.722800,615715,712.837300,69626,26.300400,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x28f9bf2a60b0e548e35c5454b6884afd0c27fee8790acd4f29bd0f24fe413981
onchain,100,10,1979758,4554511,149689,532214,576.099900,582603,609.413200,615595,729.587000,69626,35.053500,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x1e475966eed69b3ca65490ae3f8b036a5831e54b0e20e02d9b58ca6fa3235a27
onchain,100,11,1979758,4554511,149689,532286,703.163000,582663,616.847000,615655,674.154400,69614,24.231600,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x088483e9e05d8e394629b35ed8254d2f42301d0568799b0003f9aa40f93e34f1
onchain,100,12,1979758,4554511,149689,532298,600.457800,582687,692.176000,615679,656.049200,69626,27.551800,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x09264304c31ad026c91ca672c1d2ec1d0194164dfb19ec5872a7b7d1d43209e6
onchain,100,13,1979758,4554511,149689,532334,595.185600,582723,609.447700,615715,691.493400,69626,34.464900,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x0c89f6cc097c6a8a27ea4574cda8f7857864ae78d5212c98a29b6065ae2aa89d
onchain,100,14,1979758,4554511,149689,532262,562.870600,582651,646.644700,615643,727.892300,69626,26.712700,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x0a3fd41218dfba35e9f5323fe87b772c2c56384e8968f88adf102d2042a75d79
onchain,100,15,1979758,4554511,149689,532298,554.848300,582675,622.827100,615667,680.442600,69614,29.817700,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x0043ece70cc4fc4b52ba67c0e427581548f7359c86819590f9ed1622fb967e05
onchain,100,16,1979758,4554511,149689,532334,601.772800,582711,678.911200,615703,594.409500,69614,24.138400,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x04307300f59db2cc0983bc9cc91dc3ffb2141ee361e95a9deae176f6c88744f7
onchain,100,17,1979758,4554511,149689,532274,633.729100,582663,690.061500,615655,560.236700,69626,24.088900,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x1683c90bfba45254b2fd33ebdf921b22084b772c53f4289a030946c72b17ea6a
onchain,100,18,1979758,4554511,149689,532310,652.525400,582699,918.437400,615691,664.500200,69626,54.841400,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x0c9e8acf9ef3abbbff7adf32b173c61d63603ddd6a0b1510b5ceb60a5e523986
onchain,100,19,1979758,4554511,149689,532334,807.160000,582711,827.401700,615703,637.951100,69614,33.590100,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x257ec9ef28d58e8cc2974600c21aad77d40ecf7e7d2a24297afcc14c036b30a8
onchain,100,20,1979758,4554511,149689,532322,717.373700,582711,683.344100,615703,658.583900,69626,30.792500,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x200bb29a18b5e870f156d6ebd2bf6a3501fa7c3c8f09b60d83b214e56335f9a0
onchain,100,21,1979758,4554511,149689,532298,545.879500,582687,788.812600,615679,686.290100,69626,32.803100,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x0430fa71978db464e55693aed22858236636fed52f0643ed5217ab57d3dcb0fd
onchain,100,22,1979758,4554511,149689,532238,611.296900,582627,617.989900,615619,669.801600,69626,18.206400,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x2147f1dde12e92b8a779b7a1d8a020ab980e6191cc48c5284587a8cfcc38bdbf
onchain,100,23,1979758,4554511,149689,532322,620.065100,582711,706.155800,615703,662.945200,69626,31.808000,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x15600ee8f4c1d4245fed14fedd3f33b91278267f127310660d18be817347a4f4
onchain,100,24,1979758,4554511,149689,532286,593.688500,582663,762.152900,615655,601.546000,69626,31.696900,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x0be8a4efd31fb3cc5779b47321aaddddbb58d76481ba21507fc63793fc500635
onchain,100,25,1979758,4554511,149689,532322,622.544000,582711,618.420600,615703,632.506200,69626,28.896100,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x08f21d51da16750602c91d6118b5670e82b4db8062282092372427ad462ba44f
onchain,100,26,1979758,4554511,149689,532202,599.775900,582579,718.397900,615571,637.265100,69614,73.656400,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x0eb8ed59f6c3e8cbe021210a28e300436f4daae017809b27680fc6c6e6044daa
onchain,100,27,1979758,4554511,149689,532298,605.990000,582687,585.540800,615679,554.914100,69626,19.068200,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x14bdb011d05c9ec8ae83b2ab9739686ce2ebc077af2927727cb25e460e58a3eb
onchain,100,28,1979758,4554511,149689,532274,680.431700,582663,616.016200,615655,653.080300,69626,35.439100,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x0f6d85e0225621c81bd2a1f287e50555db9f24c612e997c894e51da4d3ddc79c
onchain,100,29,1979758,4554511,149689,532166,644.305500,582555,699.700700,615547,648.800500,69626,51.652600,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x27f15e8942c08b7cae8a7d647ea01dff826c9131dd984230a44ebcd1c649b255
onchain,100,30,1979758,4554511,149689,532322,623.027100,582711,650.502000,615703,598.282400,69626,19.208700,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x1c311c038350990aa2b51d1dcab64d9243c41a808b991c7e9acedc6ca224abba
onchain,100,31,1979758,4554511,149689,532274,676.248000,582663,968.181000,615655,1188.324200,69626,36.225900,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x17e947adca7cc2749bdadf57cb52fd36c38203bf1c503262e245969ab30f10f3
onchain,100,32,1979758,4554511,149689,532238,1003.188500,582627,869.317900,615619,1202.917400,69626,36.635900,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x25af1db1b0c902a1beb8b550437780ea585548d4ade99b7f41754ae4d097c28c
onchain,100,33,1979758,4554511,149689,532310,635.853400,582699,632.944800,615691,648.597300,69626,37.099100,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x29d013e17032bf0f10aabba1eff489e6b63efdb256750697647492cdd32ce774
onchain,100,34,1979758,4554511,149689,532250,578.022100,582639,710.622400,615631,757.278400,69626,31.277300,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x0262b8c37bb9372a5a733e62b5115f5c5e09e852d7e973423b58ff467f61b3ea
onchain,100,35,1979758,4554511,149689,532298,666.646100,582687,670.529200,615679,722.846600,69626,24.681700,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x197ecfb20dd6d8af43693f3c1a4235464bd8fd62a0db5c4f54cb17078b7d7737
onchain,100,36,1979758,4554511,149689,532334,522.397200,582723,580.867300,615715,628.494000,69626,23.551300,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x189bae16da655280714a32459ba267979e15b5ae549c2cc084d82c615d84c1f8
onchain,100,37,1979758,4554511,149689,532334,710.843000,582711,672.770000,615703,582.362600,69614,24.315300,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x07baf0ad56590b2d5b00b90a8de85a2eec404e74f329251e6e8468a1423bc04c
onchain,100,38,1979758,4554511,149689,532322,654.240400,582711,651.043300,615703,670.614200,69626,24.535000,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x0cf2387a1381d383e30c3aac8496ff10e43fa00966d7893b71f14e322e1a0ebd
onchain,100,39,1979758,4554511,149689,532286,630.710200,582663,566.753400,615655,830.725200,69614,34.399700,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x0a45eb301c99d30ebf2f193858a2cd6e8c13553356296ae8a35b2fd82b00a40b
onchain,100,40,1979758,4554511,149689,532298,657.133900,582687,682.023400,615679,636.802300,69626,28.301500,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x01e03f7cf0a7c37a68521f0e4407fa83455e4509a419075f2c07c14796e70afb
onchain,100,41,1979758,4554511,149689,532322,613.074600,582711,668.586100,615703,682.996500,69626,61.047600,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x1ac20583547449ed2db2b4dd47d60a37282f5ea87e014ac8acf51a5e5311fb52
onchain,100,42,1979758,4554511,149689,532382,602.967800,582771,708.668000,615763,667.055100,69626,38.986800,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x102167e60ad270b130ae8c5678f615170b0e2fe7652ad380a68f268953bd1d4e
onchain,100,43,1979758,4554511,149689,532286,613.295800,582675,721.994500,615667,732.113900,69626,38.049800,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x23b50e6a476325fd62f0be030ce20f7172af5bc1bb5b8f23bea5337f13ee7e36
onchain,100,44,1979758,4554511,149689,532322,717.135700,582711,671.257200,615703,664.481000,69626,34.841400,0x2cb3c9e9303dda68e222491e64f33ef26956f54e9314db7a0389812dbc2acedb,0x2d47ec908dc9ca06e88e08dd115a97b55e3c442d75b131549d0f446fb8b3b7e3
