mechanism,n,student_index,deploy_pool_gas,deploy_verifier_gas,update_root_gas,verify_gas,verify_onchain_ms,withdraw_gas,withdraw_ms,verify_record_gas,verify_record_ms,settle_gas,settle_ms,root,nullifier
onchain,500,0,1979758,4554511,459000,532286,779.279800,582675,968.667600,615667,1108.604200,69626,37.445000,0x098b50423eb1b80e5a7fb520438bb4f17cbf6c9b9e6ebef7938342aa2df694fe,0x0908cbf85e088d680fbd39fdb24b3cc3dd4a43f6c03cd816e06f24aad0ed40c9
onchain,500,1,1979758,4554511,459000,532310,801.653700,582687,897.296700,615679,956.910600,69626,44.577700,0x098b50423eb1b80e5a7fb520438bb4f17cbf6c9b9e6ebef7938342aa2df694fe,0x067e06c893d9a0e4d6fd53a0046674c8f20bf84f7b70811bf473ffa211d8c6bd
onchain,500,2,1979758,4554511,459000,532346,746.105800,582735,696.583600,615727,773.836000,69626,36.603000,0x098b50423eb1b80e5a7fb520438bb4f17cbf6c9b9e6ebef7938342aa2df694fe,0x0b8fe57083cdcc700c57fbcf6933cb725896572c6ab544b6f4d8e1c6ab38f07b
onchain,500,3,1979758,4554511,459000,532310,622.951600,582699,605.163400,615691,733.603500,69626,26.506100,0x098b50423eb1b80e5a7fb520438bb4f17cbf6c9b9e6ebef7938342aa2df694fe,0x107c70d191e489c806456c18cf98e286488b248a7e2ac57b6576b30dfade8db2
onchain,500,4,1979758,4554511,459000,532238,648.072300,582627,643.531800,615619,745.411200,69626,33.907800,0x098b50423eb1b80e5a7fb520438bb4f17cbf6c9b9e6ebef7938342aa2df694fe,0x0a311bfe27c095e9b61eb94f9bfdc9d5e247dfd2f96271cff3d32612a2e7339a
onchain,500,5,1979758,4554511,459000,532226,650.955900,582615,709.192700,615607,724.786200,69626,33.028700,0x098b50423eb1b80e5a7fb520438bb4f17cbf6c9b9e6ebef7938342aa2df694fe,0x18b6e24c33265e51a6ebce655f0c7d8cc56a336e228450d97e77a9ef874404bc
onchain,500,6,1979758,4554511,459000,532322,568.242700,582711,722.685300,615703,708.945700,69626,29.201700,0x098b50423eb1b80e5a7fb520438bb4f17cbf6c9b9e6ebef7938342aa2df694fe,0x178454ab459643088f4034d21806282a31eacc6d694df8a91a76f6cadc1e4e05
onchain,500,7,1979758,4554511,459000,532334,701.526700,582723,627.962000,615715,650.187300,69626,50.742100,0x098b50423eb1b80e5a7fb520438bb4f17cbf6c9b9e6ebef7938342aa2df694fe,0x156330b35df029b9ac8c5cf74cf1978f087f063d91916404df8a0984916950ac
onchain,500,8,1979758,4554511,459000,532178,686.499000,582555,640.626300,615547,702.231800,69614,36.808400,0x098b50423eb1b80e5a7fb520438bb4f17cbf6c9b9e6ebef7938342aa2df694fe,0x15bf766aa145bc49955f4b440b0070cdb1823fdb1a4942a856ae7a53dd251a8a
onchain,500,9,1979758,4554511,459000,532346,642.198400,582723,654.925400,615715,774.275400,69626,29.200600,0x098b50423eb1b80e5a7fb520438bb4f17cbf6c9b9e6ebef7938342aa2df694fe,0x145e23340ae3a5c2a8a430e0bd8150939cf9d3336c5a111f39801cc2a9171cea
onchain,500,10,1979758,4554511,459000,532274,618.953500,582663,710.561900,615655,811.381000,69626,36.679400,0x098b50423eb1b80e5a7fb520438bb4f17cbf6c9b9e6ebef7938342aa2df694fe,0x19d8b479a4eb2ed56fc544f5f258c142afbc9733ce11579245b90f6471cc5aa2
onchain,500,11,1979758,4554511,459000,532238,656.193400,582627,701.843900,615619,723.070100,69626,57.677400,0x098b50423eb1b80e5a7fb520438bb4f17cbf6c9b9e6ebef7938342aa2df694fe,0x17115cce247ab17833ce4f971544dcf98cba44f30ac3caa2b60573600696808c
onchain,500,12,1979758,4554511,459000,532346,622.319700,582735,647.859000,615727,667.151400,69626,65.194900,0x098b50423eb1b80e5a7fb520438bb4f17cbf6c9b9e6ebef7938342aa2df694fe,0x12f7111f7f65e737c4608f3f8cffc3dea6a29e14af7ddcba52cac254304ecd23
