thi_nghiem,run_id,iteration,warmup,d,k,mechanism,n,student_index,deploy_pool_gas,deploy_verifier_gas,update_root_gas,verify_gas,verify_onchain_ms,withdraw_gas,withdraw_ms,verify_record_gas,verify_record_ms,settle_gas,settle_ms,root,nullifier
theo_n,4,1,true,9,13,onchain,10,0,1979758,4554511,80068,532298,785.351300,582675,578.696000,615667,645.837300,69626,30.436100,0x0d3e9eddb2b0d443cd6ef1cc606258b129409f0cb8f239b900b8793611bc456b,0x2e2cee8e5d982fef17970aef8ec4cc32d57bb1417d8b7d35e4f3d3f1729472f0
theo_n,4,2,true,9,13,onchain,10,1,1979758,4554511,80068,532178,593.315400,582543,605.484000,615535,715.246500,69626,28.343400,0x0d3e9eddb2b0d443cd6ef1cc606258b129409f0cb8f239b900b8793611bc456b,0x27b8142a933ce5711d5de4dc89e1306741320e01930a1ba2d65fe2276824835f
theo_n,4,3,true,9,13,onchain,10,2,1979758,4554511,80068,532322,580.736900,582699,665.681100,615691,631.131300,69626,24.063300,0x0d3e9eddb2b0d443cd6ef1cc606258b129409f0cb8f239b900b8793611bc456b,0x2f99c11b497eedca54f904eff273048fbe62db31d3b352f21e6acbafc1cc550a
theo_n,4,4,false,9,13,onchain,10,0,1979758,4554511,80068,532298,544.594200,582675,579.011300,615667,608.014400,69626,25.969000,0x0d3e9eddb2b0d443cd6ef1cc606258b129409f0cb8f239b900b8793611bc456b,0x2e2cee8e5d982fef17970aef8ec4cc32d57bb1417d8b7d35e4f3d3f1729472f0
theo_n,4,5,false,9,13,onchain,10,1,1979758,4554511,80068,532178,650.219700,582543,747.944000,615535,557.256100,69626,25.456200,0x0d3e9eddb2b0d443cd6ef1cc606258b129409f0cb8f239b900b8793611bc456b,0x27b8142a933ce5711d5de4dc89e1306741320e01930a1ba2d65fe2276824835f
theo_n,4,6,false,9,13,onchain,10,2,1979758,4554511,80068,532322,581.719000,582699,573.572900,615691,621.387900,69626,42.547600,0x0d3e9eddb2b0d443cd6ef1cc606258b129409f0cb8f239b900b8793611bc456b,0x2f99c11b497eedca54f904eff273048fbe62db31d3b352f21e6acbafc1cc550a
theo_n,4,7,false,9,13,onchain,10,3,1979758,4554511,80068,532322,710.246900,582699,573.596300,615691,676.027800,69626,24.572600,0x0d3e9eddb2b0d443cd6ef1cc606258b129409f0cb8f239b900b8793611bc456b,0x1448ba0c115caa20951b44a07bd090a3067b43fa4f7724f7be6f614d6a836e97
theo_n,4,8,false,9,13,onchain,10,4,1979758,4554511,80068,532274,562.914600,582651,625.844500,615643,586.418400,69626,34.654100,0x0d3e9eddb2b0d443cd6ef1cc606258b129409f0cb8f239b900b8793611bc456b,0x12e95192c37d8ad779f593be2b515335ce29cdcf455a010b14e3c3dd3c6702f9
theo_n,4,9,false,9,13,onchain,10,5,1979758,4554511,80068,532178,609.396300,582555,544.560500,615547,659.149300,69626,19.389300,0x0d3e9eddb2b0d443cd6ef1cc606258b129409f0cb8f239b900b8793611bc456b,0x216caa5048ee8d3385a91bb7da1b9a762412d5197a7b555c3249803de5015c92
theo_n,4,10,false,9,13,onchain,10,6,1979758,4554511,80068,532274,573.172600,582651,673.334000,615643,594.341400,69626,36.324300,0x0d3e9eddb2b0d443cd6ef1cc606258b129409f0cb8f239b900b8793611bc456b,0x0f033579aafdf64251ed8a8e735ec6a0a6452bfd2132e5cac021f0c5f8483763
theo_n,4,11,false,9,13,onchain,10,7,1979758,4554511,80068,532274,598.139600,582651,644.434300,615643,656.189600,69626,19.569900,0x0d3e9eddb2b0d443cd6ef1cc606258b129409f0cb8f239b900b8793611bc456b,0x265175f8664ac7ae179a8e62159aa889259157b2987d0dbb5a12206a9b0ded30
theo_n,4,12,false,9,13,onchain,10,8,1979758,4554511,80068,532274,544.732300,582651,553.925000,615643,654.548800,69626,23.337100,0x0d3e9eddb2b0d443cd6ef1cc606258b129409f0cb8f239b900b8793611bc456b,0x2ea48a9e0917186f2df91cd17a5b770e9a10d416a2cf8631103db8684ffe3c85
theo_n,4,13,false,9,13,onchain,10,9,1979758,4554511,80068,532358,617.254500,582723,631.265200,615715,530.452000,69626,25.041600,0x0d3e9eddb2b0d443cd6ef1cc606258b129409f0cb8f239b900b8793611bc456b,0x0253aac7279d25685043144c5b214afab607e1880b472bb69c6d7ab7ecb9690b
